qhcluster,qhnumber,qhhome,ps109_1r,ps109_1a,ps109_1m,ps109_1s,ps7,hvidx,hhid
531,24,1,si,1.0,0.0,,2,4,      053102401
531,25,1,si,1.0,0.0,,1,3,      053102501
531,33,1,si,2.0,0.0,,1,3,      053103301
531,62,1,si,1.0,0.0,,1,3,      053106201
531,62,1,si,1.0,0.0,,2,4,      053106201
531,62,1,si,1.0,0.0,,3,5,      053106201
531,73,1,si,2.0,0.0,,1,4,      053107301
531,79,1,si,1.0,0.0,,1,2,      053107901
532,3,1,si,2.0,0.0,,1,3,      053200301
532,16,1,si,0.0,1.0,,1,4,      053201601
532,88,1,si,2.0,0.0,,1,4,      053208801
532,131,1,si,2.0,1.0,,1,6,      053213101
533,2,1,si,2.0,3.0,,1,5,      053300201
533,2,1,si,2.0,3.0,,2,6,      053300201
533,2,1,si,0.0,3.0,,3,7,      053300201
533,2,1,si,0.0,0.0,,4,8,      053300201
533,23,1,si,1.0,4.0,,1,3,      053302301
533,39,1,si,2.0,2.0,,1,4,      053303901
533,65,1,si,2.0,3.0,,1,4,      053306501
533,77,1,si,2.0,3.0,,1,3,      053307701
533,77,1,si,2.0,3.0,,2,4,      053307701
533,77,1,si,0.0,3.0,,3,5,      053307701
533,82,1,si,2.0,4.0,,1,2,      053308201
533,82,1,si,2.0,4.0,,2,3,      053308201
533,82,1,si,2.0,4.0,,3,4,      053308201
533,82,1,si,1.0,4.0,,4,5,      053308201
534,34,1,si,1.0,2.0,,1,2,      053403401
534,65,1,si,1.0,3.0,,1,5,      053406501
534,65,1,si,1.0,3.0,,2,6,      053406501
534,68,1,si,2.0,2.0,,1,3,      053406801
534,68,1,si,2.0,2.0,,2,4,      053406801
534,75,1,si,2.0,2.0,,1,3,      053407501
534,75,1,si,1.0,2.0,,2,4,      053407501
534,90,1,si,3.0,2.0,,1,4,      053409001
535,2,1,si,2.0,3.0,,1,4,      053500201
535,2,1,si,1.0,3.0,,2,5,      053500201
535,53,1,si,2.0,4.0,,1,3,      053505301
535,53,1,si,2.0,4.0,,2,4,      053505301
535,56,1,si,1.0,4.0,,1,3,      053505601
535,60,1,si,2.0,3.0,,1,4,      053506001
535,60,1,si,0.0,3.0,,2,5,      053506001
536,6,1,si,2.0,3.0,,1,3,      053600601
536,8,1,si,2.0,3.0,,1,3,      053600801
536,9,1,si,2.0,3.0,,1,6,      053600901
536,9,1,si,0.0,3.0,,2,7,      053600901
536,10,1,si,2.0,3.0,,1,3,      053601001
536,37,1,si,2.0,3.0,,1,4,      053603701
536,38,1,si,2.0,2.0,,1,3,      053603801
536,38,1,si,2.0,2.0,,2,4,      053603801
536,38,1,si,1.0,2.0,,3,5,      053603801
536,46,1,si,1.0,2.0,,1,4,      053604601
536,46,1,si,2.0,2.0,,2,5,      053604601
536,46,1,si,1.0,2.0,,3,6,      053604601
536,50,1,si,2.0,2.0,,1,5,      053605001
537,47,1,si,2.0,1.0,,1,3,      053704701
537,49,1,si,2.0,1.0,,1,3,      053704901
537,49,1,si,2.0,1.0,,2,4,      053704901
537,65,1,si,2.0,1.0,,1,3,      053706501
537,68,1,si,2.0,1.0,,1,3,      053706801
537,68,1,si,1.0,1.0,,2,4,      053706801
537,81,1,si,2.0,1.0,,1,4,      053708101
537,82,1,si,1.0,2.0,,1,5,      053708201
537,82,1,si,1.0,2.0,,2,6,      053708201
537,83,1,si,2.0,1.0,,1,5,      053708301
537,84,1,si,1.0,2.0,,1,3,      053708401
538,6,1,si,0.0,4.0,,1,5,      053800601
538,6,1,si,0.0,4.0,,2,6,      053800601
538,8,1,si,2.0,4.0,,1,3,      053800801
538,8,1,si,0.0,4.0,,2,4,      053800801
538,10,1,si,1.0,4.0,,1,3,      053801001
538,26,1,si,2.0,3.0,,1,3,      053802601
538,30,1,si,0.0,3.0,,1,3,      053803001
538,86,1,si,2.0,4.0,,1,3,      053808601
538,86,1,si,1.0,4.0,,2,4,      053808601
538,87,1,si,2.0,4.0,,1,4,      053808701
538,87,1,si,1.0,4.0,,2,5,      053808701
538,87,1,si,0.0,4.0,,3,6,      053808701
538,88,1,si,2.0,3.0,,1,4,      053808801
538,88,1,si,1.0,3.0,,2,5,      053808801
539,10,1,si,2.0,3.0,,1,3,      053901001
539,15,1,si,1.0,3.0,,1,4,      053901501
539,15,1,si,1.0,3.0,,2,5,      053901501
539,23,1,si,1.0,3.0,,1,3,      053902301
539,23,1,si,1.0,3.0,,2,4,      053902301
539,29,1,si,2.0,2.0,,1,3,      053902901
539,56,1,si,1.0,1.0,,1,4,      053905601
539,61,1,si,2.0,2.0,,1,3,      053906101
539,61,1,si,2.0,2.0,,2,4,      053906101
539,61,1,si,1.0,2.0,,3,5,      053906101
539,63,1,si,1.0,2.0,,1,3,      053906301
539,88,1,si,2.0,3.0,,1,3,      053908801
539,88,1,si,2.0,3.0,,2,4,      053908801
539,88,1,si,2.0,3.0,,3,5,      053908801
539,95,1,si,2.0,2.0,,1,3,      053909501
539,102,1,si,2.0,2.0,,1,4,      053910201
539,120,1,si,2.0,3.0,,1,3,      053912001
540,21,1,si,2.0,0.0,,1,4,      054002101
540,21,1,9,99.0,99.0,,3,5,      054002101
540,21,1,si,2.0,0.0,,2,10,      054002101
540,45,1,si,1.0,0.0,,1,3,      054004501
540,45,1,no,,,,2,5,      054004501
540,46,1,si,1.0,0.0,,1,2,      054004601
540,47,1,si,1.0,0.0,,1,3,      054004701
540,49,1,si,2.0,0.0,,1,4,      054004901
540,49,1,si,1.0,0.0,,2,5,      054004901
540,88,1,si,2.0,0.0,,1,4,      054008801
540,88,1,si,2.0,0.0,,2,5,      054008801
540,89,1,si,0.0,2.0,,1,5,      054008901
541,2,1,si,2.0,0.0,,1,4,      054100201
541,5,1,si,1.0,1.0,,1,3,      054100501
541,47,1,si,2.0,2.0,,1,4,      054104701
541,48,1,no,,,,1,3,      054104801
541,49,1,si,2.0,4.0,,1,3,      054104901
541,50,1,si,2.0,0.0,,1,3,      054105001
541,50,1,no,,,,2,4,      054105001
541,92,1,si,2.0,0.0,,1,3,      054109201
541,94,1,si,1.0,0.0,,1,5,      054109401
542,6,1,si,0.0,4.0,,1,3,      054200601
542,8,1,si,2.0,3.0,,1,2,      054200801
542,45,1,si,2.0,0.0,,1,2,      054204501
542,46,1,no,,,,1,4,      054204601
542,46,1,no,,,,2,5,      054204601
542,47,1,si,1.0,0.0,,1,4,      054204701
542,47,1,si,1.0,0.0,,2,5,      054204701
542,47,1,si,1.0,0.0,,3,6,      054204701
542,47,1,si,1.0,2.0,,4,8,      054204701
542,47,1,si,0.0,2.0,,5,9,      054204701
542,48,1,si,0.0,3.0,,1,5,      054204801
542,71,1,si,2.0,3.0,,1,3,      054207101
542,71,1,si,1.0,3.0,,2,4,      054207101
542,71,1,si,0.0,3.0,,3,5,      054207101
543,86,1,si,2.0,2.0,,1,2,      054308601
543,86,1,si,2.0,2.0,,2,3,      054308601
543,87,1,si,2.0,2.0,,1,3,      054308701
543,88,1,si,2.0,3.0,,1,5,      054308801
543,88,1,si,2.0,3.0,,2,6,      054308801
543,89,1,si,0.0,2.0,,1,4,      054308901
543,100,1,si,2.0,3.0,,1,5,      054310001
543,100,1,si,2.0,3.0,,2,6,      054310001
543,101,1,si,2.0,1.0,,1,3,      054310101
543,101,1,si,1.0,1.0,,2,4,      054310101
543,102,1,si,1.0,9.0,,1,3,      054310201
543,102,1,si,0.0,3.0,,2,4,      054310201
543,105,1,si,2.0,2.0,,1,4,      054310501
543,105,1,si,2.0,2.0,,2,5,      054310501
543,107,1,si,2.0,1.0,,1,4,      054310701
543,108,1,si,1.0,1.0,,1,4,      054310801
543,108,1,si,1.0,1.0,,2,5,      054310801
543,108,1,si,1.0,1.0,,3,6,      054310801
543,108,1,si,0.0,3.0,,4,7,      054310801
543,109,1,si,2.0,1.0,,1,3,      054310901
543,109,1,si,2.0,1.0,,2,4,      054310901
543,109,1,si,0.0,1.0,,3,5,      054310901
544,8,1,si,1.0,1.0,,1,6,      054400801
544,10,1,si,2.0,1.0,,1,3,      054401001
544,10,1,si,0.0,1.0,,2,4,      054401001
544,12,1,si,0.0,1.0,,1,3,      054401201
544,15,1,si,2.0,0.0,,1,3,      054401501
544,15,1,si,1.0,0.0,,2,4,      054401501
544,16,1,si,2.0,1.0,,1,3,      054401601
544,16,1,si,1.0,1.0,,2,4,      054401601
544,16,1,si,1.0,1.0,,3,5,      054401601
544,17,1,si,1.0,0.0,,1,5,      054401701
544,17,1,no,,,,2,6,      054401701
544,54,1,si,2.0,0.0,,1,5,      054405401
544,54,1,si,2.0,0.0,,2,6,      054405401
545,7,1,si,1.0,0.0,,1,3,      054500701
545,9,1,si,2.0,0.0,,1,5,      054500901
545,9,1,si,2.0,0.0,,2,6,      054500901
545,22,1,si,2.0,1.0,,1,3,      054502201
545,22,1,si,2.0,1.0,,2,4,      054502201
545,22,1,si,2.0,1.0,,3,5,      054502201
545,23,1,si,1.0,1.0,,1,2,      054502301
545,23,1,si,0.0,1.0,,2,3,      054502301
545,23,1,si,2.0,0.0,,3,5,      054502301
545,23,1,si,2.0,0.0,,4,6,      054502301
545,25,1,si,1.0,0.0,,1,5,      054502501
545,56,1,si,1.0,0.0,,1,3,      054505601
545,56,1,si,1.0,0.0,,2,4,      054505601
545,59,1,si,2.0,1.0,,1,3,      054505901
545,59,1,si,2.0,1.0,,2,4,      054505901
545,59,1,9,99.0,99.0,,3,5,      054505901
545,60,1,si,1.0,0.0,,1,5,      054506001
546,1,1,si,2.0,3.0,,1,5,      054600101
546,1,1,si,2.0,3.0,,2,6,      054600101
546,1,1,si,0.0,4.0,,3,7,      054600101
546,4,1,si,0.0,2.0,,1,4,      054600401
546,42,1,si,0.0,8.0,,1,3,      054604201
546,43,1,si,2.0,3.0,,1,3,      054604301
546,44,1,si,2.0,2.0,,1,3,      054604401
546,44,1,si,2.0,2.0,,2,4,      054604401
546,44,1,si,0.0,2.0,,3,5,      054604401
546,44,1,si,0.0,2.0,,4,6,      054604401
546,45,1,si,1.0,3.0,,1,4,      054604501
546,45,1,si,0.0,3.0,,2,5,      054604501
546,46,1,si,2.0,2.0,,1,2,      054604601
546,53,1,si,2.0,3.0,,1,6,      054605301
546,55,1,si,2.0,3.0,,1,3,      054605501
546,56,1,si,0.0,1.0,,1,3,      054605601
546,57,1,si,2.0,3.0,,1,4,      054605701
546,57,1,si,2.0,3.0,,2,8,      054605701
547,1,1,si,2.0,5.0,,1,4,      054700101
547,3,1,si,1.0,4.0,,1,4,      054700301
547,4,1,si,2.0,4.0,,1,3,      054700401
547,77,1,si,2.0,0.0,,1,3,      054707701
547,77,1,si,0.0,4.0,,2,4,      054707701
547,80,1,si,1.0,5.0,,1,3,      054708001
547,95,1,si,2.0,4.0,,1,4,      054709501
547,95,1,si,0.0,4.0,,2,5,      054709501
547,96,1,si,2.0,4.0,,1,4,      054709601
548,19,1,si,2.0,1.0,,1,4,      054801901
548,19,1,si,0.0,1.0,,2,5,      054801901
548,21,1,si,1.0,1.0,,1,4,      054802101
548,21,1,si,0.0,1.0,,2,5,      054802101
548,22,1,si,2.0,1.0,,1,4,      054802201
548,22,1,si,2.0,2.0,,2,5,      054802201
548,24,1,si,2.0,1.0,,1,3,      054802401
548,24,1,si,2.0,1.0,,2,4,      054802401
548,34,1,si,2.0,1.0,,1,4,      054803401
548,36,1,si,1.0,1.0,,1,2,      054803601
548,48,1,si,2.0,1.0,,1,5,      054804801
548,54,1,si,2.0,2.0,,1,4,      054805401
548,65,1,si,1.0,7.0,,1,4,      054806501
548,65,1,si,0.0,2.0,,2,5,      054806501
548,67,1,si,2.0,1.0,,1,2,      054806701
548,67,1,si,2.0,1.0,,2,3,      054806701
548,67,1,si,2.0,1.0,,3,5,      054806701
548,82,1,si,2.0,2.0,,1,3,      054808201
549,47,1,si,2.0,3.0,,1,3,      054904701
549,47,1,si,0.0,3.0,,2,4,      054904701
549,48,1,si,2.0,3.0,,1,4,      054904801
549,49,1,si,2.0,3.0,,1,3,      054904901
549,50,1,si,2.0,3.0,,1,3,      054905001
549,50,1,si,1.0,3.0,,2,4,      054905001
549,66,1,si,2.0,2.0,,1,4,      054906601
549,66,1,si,2.0,2.0,,2,5,      054906601
549,66,1,si,2.0,2.0,,3,6,      054906601
549,66,1,si,0.0,2.0,,4,7,      054906601
549,68,1,si,2.0,2.0,,1,4,      054906801
549,68,1,si,2.0,2.0,,2,5,      054906801
549,69,1,si,2.0,3.0,,1,5,      054906901
549,69,1,si,1.0,3.0,,2,6,      054906901
549,70,1,si,2.0,2.0,,1,2,      054907001
549,70,1,si,2.0,2.0,,2,3,      054907001
549,72,1,si,2.0,2.0,,1,3,      054907201
549,73,1,si,2.0,3.0,,1,4,      054907301
549,73,1,si,2.0,3.0,,2,5,      054907301
549,74,1,si,2.0,2.0,,1,5,      054907401
549,74,1,si,2.0,2.0,,2,6,      054907401
549,74,1,si,2.0,2.0,,3,7,      054907401
550,5,1,si,1.0,3.0,,1,6,      055000501
550,5,1,si,1.0,3.0,,2,7,      055000501
550,5,1,no,,,,3,11,      055000501
550,6,1,si,2.0,3.0,,1,4,      055000601
550,6,1,si,0.0,3.0,,2,5,      055000601
550,26,1,si,2.0,3.0,,1,3,      055002601
550,40,1,si,1.0,3.0,,1,6,      055004001
550,45,1,si,2.0,3.0,,1,5,      055004501
550,45,1,si,2.0,3.0,,2,6,      055004501
550,49,1,si,2.0,3.0,,1,3,      055004901
550,49,1,si,2.0,3.0,,2,4,      055004901
550,49,1,si,2.0,3.0,,3,5,      055004901
550,63,1,si,2.0,3.0,,1,2,      055006301
550,69,1,si,2.0,3.0,,1,3,      055006901
550,79,1,si,2.0,3.0,,1,2,      055007901
551,16,1,si,2.0,3.0,,1,3,      055101601
551,17,1,si,0.0,3.0,,1,2,      055101701
551,18,1,si,2.0,3.0,,1,2,      055101801
551,37,1,si,2.0,3.0,,1,5,      055103701
551,38,1,si,2.0,3.0,,1,3,      055103801
551,39,1,si,2.0,3.0,,1,5,      055103901
551,39,1,si,1.0,3.0,,2,6,      055103901
551,40,1,si,2.0,3.0,,1,3,      055104001
551,40,1,si,2.0,3.0,,2,4,      055104001
551,40,1,si,2.0,3.0,,3,5,      055104001
551,40,1,si,1.0,3.0,,4,6,      055104001
551,74,1,si,1.0,3.0,,1,3,      055107401
551,75,1,si,2.0,3.0,,1,3,      055107501
551,76,1,si,0.0,3.0,,1,3,      055107601
551,77,1,si,2.0,3.0,,1,3,      055107701
552,16,1,si,2.0,0.0,,1,2,      055201601
552,17,1,si,1.0,0.0,,1,3,      055201701
552,18,1,si,2.0,0.0,,1,4,      055201801
552,19,1,si,2.0,0.0,,1,3,      055201901
552,59,1,si,1.0,0.0,,1,4,      055205901
552,59,1,si,1.0,0.0,,2,5,      055205901
552,59,1,si,1.0,0.0,,3,6,      055205901
552,77,1,si,2.0,0.0,,1,4,      055207701
552,77,1,si,2.0,0.0,,2,5,      055207701
552,77,1,si,1.0,0.0,,3,6,      055207701
552,79,1,si,0.0,7.0,,1,4,      055207901
552,81,1,si,2.0,0.0,,1,2,      055208101
552,81,1,si,2.0,0.0,,2,3,      055208101
553,4,1,si,2.0,1.0,,1,3,      055300401
553,4,1,si,2.0,1.0,,2,4,      055300401
553,12,1,si,2.0,2.0,,1,5,      055301201
553,20,1,si,2.0,1.0,,1,3,      055302001
553,32,1,si,2.0,2.0,,1,4,      055303201
553,46,1,si,0.0,1.0,,1,3,      055304601
553,46,1,si,0.0,1.0,,2,4,      055304601
553,47,1,si,2.0,2.0,,1,4,      055304701
553,78,1,si,2.0,2.0,,1,5,      055307801
553,85,1,si,2.0,1.0,,1,5,      055308501
553,88,1,si,2.0,2.0,,1,4,      055308801
553,88,1,si,2.0,2.0,,2,5,      055308801
553,90,1,si,1.0,2.0,,1,4,      055309001
553,112,1,si,2.0,2.0,,1,3,      055311201
554,36,1,si,1.0,0.0,,1,3,      055403601
554,38,1,si,3.0,0.0,,1,3,      055403801
554,39,1,si,2.0,0.0,,1,5,      055403901
554,39,1,si,2.0,0.0,,2,6,      055403901
554,40,1,si,2.0,0.0,,1,3,      055404001
554,48,1,si,1.0,0.0,,1,3,      055404801
554,50,1,si,5.0,0.0,,1,4,      055405001
554,50,1,si,2.0,0.0,,2,5,      055405001
554,50,1,no,,,,3,6,      055405001
554,76,1,si,2.0,0.0,,1,4,      055407601
554,76,1,si,2.0,0.0,,2,5,      055407601
554,76,1,si,2.0,0.0,,3,6,      055407601
554,77,1,si,2.0,0.0,,1,5,      055407701
554,77,1,si,2.0,0.0,,2,6,      055407701
554,78,1,si,1.0,1.0,,1,3,      055407801
554,79,1,si,2.0,0.0,,1,4,      055407901
554,80,1,si,2.0,0.0,,1,3,      055408001
554,80,1,si,2.0,0.0,,2,4,      055408001
554,80,1,no,,,,3,5,      055408001
555,39,1,si,2.0,0.0,,1,3,      055503901
555,39,1,si,2.0,0.0,,2,5,      055503901
555,40,1,si,2.0,1.0,,1,4,      055504001
555,40,1,si,2.0,1.0,,2,5,      055504001
555,40,1,si,1.0,1.0,,3,6,      055504001
555,43,1,si,2.0,1.0,,1,5,      055504301
555,49,1,si,1.0,1.0,,1,5,      055504901
555,52,1,si,2.0,0.0,,1,3,      055505201
555,52,1,si,2.0,0.0,,2,5,      055505201
555,53,1,si,1.0,2.0,,1,7,      055505301
555,71,1,si,2.0,0.0,,1,5,      055507101
555,71,1,si,2.0,0.0,,2,6,      055507101
555,71,1,si,2.0,0.0,,3,7,      055507101
555,71,1,si,0.0,2.0,,4,8,      055507101
555,72,1,si,0.0,1.0,,1,3,      055507201
555,73,1,si,2.0,2.0,,1,4,      055507301
556,11,1,no,,,,1,3,      055601101
556,12,1,si,2.0,0.0,,1,4,      055601201
556,12,1,si,2.0,0.0,,2,5,      055601201
556,37,1,si,1.0,1.0,,1,3,      055603701
556,38,1,si,1.0,0.0,,1,3,      055603801
556,39,1,si,1.0,1.0,,1,5,      055603901
556,39,1,no,,,,2,6,      055603901
556,91,1,si,2.0,0.0,,1,3,      055609101
556,94,1,si,2.0,0.0,,1,3,      055609401
556,94,1,si,1.0,0.0,,2,4,      055609401
556,95,1,si,2.0,0.0,,1,4,      055609501
557,31,1,si,0.0,4.0,,1,5,      055703101
557,42,1,si,1.0,2.0,,1,4,      055704201
557,43,1,si,1.0,1.0,,1,3,      055704301
557,44,1,si,2.0,2.0,,1,6,      055704401
557,44,1,si,1.0,2.0,,2,7,      055704401
557,44,1,si,2.0,2.0,,3,10,      055704401
557,61,1,si,1.0,1.0,,1,2,      055706101
557,61,1,si,0.0,2.0,,2,3,      055706101
557,62,1,si,2.0,2.0,,1,5,      055706201
558,31,1,si,1.0,2.0,,1,6,      055803101
558,31,1,si,1.0,2.0,,2,7,      055803101
558,32,1,si,2.0,2.0,,1,3,      055803201
558,33,1,si,2.0,2.0,,1,3,      055803301
558,34,1,si,1.0,2.0,,1,3,      055803401
558,51,1,si,2.0,2.0,,1,3,      055805101
558,51,1,si,2.0,2.0,,2,4,      055805101
558,53,1,si,2.0,1.0,,1,3,      055805301
558,53,1,si,2.0,2.0,,2,4,      055805301
558,53,1,si,1.0,2.0,,3,5,      055805301
558,55,1,si,2.0,2.0,,1,5,      055805501
558,61,1,si,1.0,2.0,,1,4,      055806101
558,62,1,si,0.0,1.0,,1,3,      055806201
558,63,1,si,1.0,2.0,,1,4,      055806301
558,64,1,si,1.0,1.0,,1,3,      055806401
558,65,1,si,2.0,3.0,,1,3,      055806501
558,65,1,si,2.0,3.0,,2,4,      055806501
559,18,1,si,2.0,0.0,,1,3,      055901801
559,18,1,no,,,,2,4,      055901801
559,20,1,si,2.0,0.0,,1,3,      055902001
559,21,1,si,2.0,0.0,,1,3,      055902101
559,21,1,si,2.0,0.0,,2,4,      055902101
559,23,1,si,2.0,1.0,,1,4,      055902301
559,23,1,si,2.0,1.0,,2,10,      055902301
559,24,1,si,2.0,0.0,,1,4,      055902401
559,24,1,si,1.0,0.0,,2,5,      055902401
559,25,1,si,2.0,0.0,,1,3,      055902501
559,82,1,si,2.0,1.0,,1,3,      055908201
559,82,1,si,2.0,1.0,,2,4,      055908201
559,83,1,si,2.0,0.0,,1,3,      055908301
559,83,1,si,1.0,0.0,,2,4,      055908301
559,84,1,no,,,,1,3,      055908401
560,1,1,si,2.0,2.0,,1,5,      056000101
560,1,1,si,2.0,2.0,,2,6,      056000101
560,1,1,si,2.0,2.0,,3,7,      056000101
560,2,1,si,1.0,1.0,,1,4,      056000201
560,3,1,si,2.0,2.0,,1,3,      056000301
560,4,1,si,2.0,2.0,,1,4,      056000401
560,4,1,si,0.0,2.0,,2,5,      056000401
560,25,1,si,2.0,1.0,,1,5,      056002501
560,28,1,si,1.0,3.0,,1,2,      056002801
560,29,1,si,2.0,2.0,,1,3,      056002901
560,41,1,si,2.0,3.0,,1,3,      056004101
560,42,1,si,2.0,3.0,,1,2,      056004201
560,42,1,si,2.0,3.0,,2,3,      056004201
560,42,1,si,0.0,3.0,,3,4,      056004201
560,43,1,si,2.0,2.0,,1,3,      056004301
560,43,1,si,1.0,2.0,,2,4,      056004301
560,44,1,si,2.0,3.0,,1,4,      056004401
560,44,1,si,0.0,3.0,,2,5,      056004401
561,16,1,si,2.0,0.0,,1,4,      056101601
561,18,1,si,2.0,0.0,,1,2,      056101801
561,20,1,si,2.0,0.0,,1,3,      056102001
561,20,1,si,2.0,0.0,,2,4,      056102001
561,23,1,si,2.0,0.0,,1,3,      056102301
561,23,1,si,2.0,0.0,,2,4,      056102301
561,24,1,si,3.0,0.0,,1,4,      056102401
561,24,1,si,3.0,0.0,,2,5,      056102401
561,41,1,no,,,,1,3,      056104101
561,42,1,si,2.0,0.0,,1,4,      056104201
561,43,1,si,1.0,0.0,,1,3,      056104301
562,40,1,no,,,,1,3,      056204001
562,42,1,no,,,,1,3,      056204201
562,42,1,no,,,,2,4,      056204201
562,59,1,no,,,,1,3,      056205901
562,59,1,no,,,,2,4,      056205901
562,61,1,no,,,,1,3,      056206101
562,62,1,no,,,,1,3,      056206201
562,62,1,no,,,,2,4,      056206201
562,62,1,no,,,,3,5,      056206201
562,62,1,no,,,,4,6,      056206201
562,115,1,no,,,,1,4,      056211501
562,115,1,no,,,,2,5,      056211501
562,117,1,no,,,,1,3,      056211701
562,117,1,no,,,,2,4,      056211701
563,24,1,si,3.0,0.0,,1,4,      056302401
563,24,1,si,3.0,0.0,,2,5,      056302401
563,24,1,si,1.0,0.0,,3,6,      056302401
563,25,1,si,5.0,1.0,,1,4,      056302501
563,26,1,si,1.0,2.0,,1,2,      056302601
563,27,1,si,2.0,0.0,,1,5,      056302701
563,28,1,si,2.0,1.0,,1,3,      056302801
563,45,1,si,0.0,1.0,,1,2,      056304501
563,46,1,si,2.0,2.0,,1,5,      056304601
563,46,1,si,2.0,2.0,,2,7,      056304601
563,47,1,si,3.0,2.0,,1,5,      056304701
563,47,1,si,2.0,2.0,,2,6,      056304701
563,49,1,si,1.0,1.0,,1,5,      056304901
563,70,1,si,1.0,2.0,,1,4,      056307001
563,71,1,si,2.0,1.0,,1,4,      056307101
563,71,1,si,2.0,1.0,,2,5,      056307101
563,71,1,si,2.0,1.0,,3,6,      056307101
563,72,1,si,2.0,2.0,,1,2,      056307201
563,73,1,si,2.0,1.0,,1,3,      056307301
563,74,1,si,3.0,2.0,,1,5,      056307401
564,6,1,si,2.0,0.0,,1,3,      056400601
564,6,1,si,1.0,0.0,,2,4,      056400601
564,8,1,si,2.0,0.0,,1,4,      056400801
564,8,1,si,1.0,0.0,,2,5,      056400801
564,27,1,si,3.0,0.0,,1,3,      056402701
564,27,1,si,3.0,0.0,,2,4,      056402701
564,27,1,si,2.0,0.0,,3,5,      056402701
564,28,1,no,,,,1,4,      056402801
564,29,1,si,0.0,0.0,,1,3,      056402901
564,30,1,si,4.0,0.0,,1,5,      056403001
564,30,1,si,4.0,0.0,,2,6,      056403001
564,40,1,si,3.0,0.0,,1,6,      056404001
565,29,1,si,2.0,2.0,,1,3,      056502901
565,30,1,si,0.0,1.0,,1,2,      056503001
565,37,1,si,2.0,1.0,,1,4,      056503701
565,37,1,si,2.0,1.0,,2,5,      056503701
565,39,1,si,2.0,2.0,,1,4,      056503901
565,39,1,si,2.0,2.0,,2,5,      056503901
565,40,1,si,2.0,0.0,,1,4,      056504001
565,40,1,si,2.0,0.0,,2,5,      056504001
565,41,1,si,0.0,2.0,,1,4,      056504101
565,42,1,si,3.0,1.0,,1,3,      056504201
565,42,1,si,4.0,1.0,,2,5,      056504201
565,43,1,si,3.0,2.0,,1,4,      056504301
566,13,1,no,,,,1,3,      056601301
566,34,1,si,1.0,0.0,,1,6,      056603401
566,84,1,no,,,,1,4,      056608401
566,145,1,si,2.0,0.0,,1,6,      056614501
566,145,2,si,1.0,0.0,,1,5,      056614502
566,181,1,no,,,,1,2,      056618101
567,59,1,si,1.0,3.0,,1,5,      056705901
567,66,1,no,,,,1,5,      056706601
567,66,2,no,,,,1,3,      056706602
567,66,2,no,,,,2,4,      056706602
568,139,1,no,,,,1,4,      056813901
569,30,1,si,1.0,0.0,,1,3,      056903001
569,72,1,no,,,,1,6,      056907201
569,72,1,no,,,,2,8,      056907201
569,123,1,si,1.0,1.0,,1,3,      056912301
569,123,1,si,1.0,1.0,,2,4,      056912301
569,172,1,si,1.0,0.0,,1,3,      056917201
569,172,1,no,,,,2,4,      056917201
570,48,1,si,0.0,1.0,,1,5,      057004801
570,53,2,si,1.0,1.0,,1,5,      057005302
570,53,2,si,0.0,1.0,,2,6,      057005302
570,53,2,no,,,,3,7,      057005302
570,71,1,no,,,,1,3,      057007101
570,71,1,no,,,,2,7,      057007101
571,22,1,no,,,,1,3,      057102201
571,26,2,no,,,,1,4,      057102602
571,26,2,no,,,,2,5,      057102602
571,32,1,no,,,,1,6,      057103201
571,100,1,no,,,,1,4,      057110001
572,5,1,si,0.0,1.0,,1,5,      057200501
572,5,1,no,,,,2,6,      057200501
572,5,1,si,0.0,1.0,,3,8,      057200501
572,7,1,si,2.0,2.0,,1,3,      057200701
572,7,1,si,0.0,2.0,,2,4,      057200701
572,7,1,no,,,,3,5,      057200701
572,54,1,no,,,,1,3,      057205401
572,58,1,si,0.0,1.0,,1,4,      057205801
572,74,1,no,,,,1,8,      057207401
573,6,1,si,1.0,0.0,,1,3,      057300601
573,6,1,si,1.0,0.0,,2,4,      057300601
573,6,1,si,1.0,0.0,,3,5,      057300601
573,6,1,si,1.0,0.0,,4,6,      057300601
574,116,1,no,,,,1,5,      057411601
574,116,1,no,,,,2,7,      057411601
574,144,1,si,2.0,2.0,,1,4,      057414401
574,144,1,no,,,,2,5,      057414401
578,2,1,si,1.0,1.0,,1,6,      057800201
578,2,1,si,1.0,1.0,,2,7,      057800201
578,8,1,si,1.0,3.0,,1,4,      057800801
578,8,1,si,1.0,3.0,,2,5,      057800801
578,34,1,no,,,,1,3,      057803401
578,37,1,no,,,,1,4,      057803701
578,50,1,no,,,,1,2,      057805001
578,50,1,no,,,,2,3,      057805001
578,54,1,si,1.0,1.0,,1,3,      057805401
578,54,1,si,1.0,1.0,,2,4,      057805401
579,58,1,si,1.0,3.0,,1,4,      057905801
579,89,1,si,1.0,3.0,,1,5,      057908901
580,12,1,si,1.0,0.0,,1,3,      058001201
580,29,1,si,1.0,0.0,,1,4,      058002901
580,51,1,no,,,,1,3,      058005101
581,51,1,si,1.0,1.0,,1,3,      058105101
581,51,1,si,1.0,1.0,,2,4,      058105101
581,56,1,si,1.0,3.0,,1,7,      058105601
581,56,1,si,1.0,3.0,,2,8,      058105601
581,56,1,si,0.0,3.0,,3,9,      058105601
581,65,1,si,1.0,1.0,,1,3,      058106501
581,116,1,si,3.0,6.0,,1,3,      058111601
582,1,1,no,,,,1,6,      058200101
