HHID,SH81A,SH81B,SH81C,SH81D,SH81E,SH81F,SH81G
"1481041",0,0,0,0,0,0,0
"1481049",0,0,0,0,0,0,0
"1481056",0,0,0,0,0,0,0
"1481064",0,0,0,0,0,0,0
"1481072",1,0,0,0,0,0,0
"1481080",1,1,1,0,0,0,0
"1481087",1,1,1,0,0,0,0
"1481095",0,0,0,0,0,0,0
"1481102",0,0,0,0,0,0,0
"1481110",1,0,0,1,0,0,0
"1481117",1,0,1,1,0,0,0
"1481125",0,0,0,1,0,0,0
"1482002",1,1,0,0,0,0,0
"1482011",1,0,1,0,0,0,1
"1482020",1,1,0,0,0,0,0
"1482029",0,0,0,0,0,0,0
"1482039",1,0,0,0,0,0,0
"1482048",1,1,1,0,0,0,0
"1482056",1,0,1,1,0,0,0
"1482065",0,0,0,0,0,0,0
"1482074",0,0,0,0,0,0,0
"1482083",1,0,1,1,0,1,0
"1482092",0,1,0,0,0,0,0
"1482101",0,1,1,1,0,0,0
"1482110",1,0,1,0,0,0,0
"1482119",0,0,0,0,0,0,0
"1482128",0,0,1,0,0,0,0
"1482137",1,0,1,1,0,0,0
"1482146",0,0,1,1,0,0,0
"1483006",0,0,0,0,0,0,0
"1483011",1,1,1,1,1,1,0
"1483016",0,0,0,0,0,0,0
"1483021",0,0,0,0,0,0,0
"1483026",1,1,0,0,0,0,0
"1483031",0,0,0,0,1,0,0
"1483036",0,0,0,0,0,0,0
"1483042",0,1,0,0,0,0,0
"1483047",0,0,0,0,0,0,0
"1483052",0,0,0,0,0,0,0
"1483057",0,0,0,0,0,0,0
"1483062",0,0,0,0,0,0,0
"1483067",0,0,0,0,0,0,0
"1483072",0,0,0,0,0,0,0
"1484004",0,0,0,0,0,0,0
"1484012",0,0,0,0,0,0,0
"1484019",0,0,0,0,0,0,0
"1484027",0,0,0,0,0,0,0
"1484035",0,0,0,0,0,0,0
"1484042",0,0,0,0,0,0,0
"1484050",0,0,0,0,0,0,0
"1484058",0,0,0,0,0,0,0
"1484065",0,0,0,0,0,0,0
"1484073",1,1,0,0,1,0,0
"1484080",0,0,0,0,0,0,0
"1484088",0,0,0,0,0,0,0
"1484096",0,0,0,0,0,0,0
"1484103",0,0,0,0,0,0,0
"1485017",0,0,0,0,0,0,0
"1485018",0,0,0,0,0,0,0
"1485019",1,0,1,1,0,0,0
"1485020",1,0,0,0,0,0,0
"1485021",0,0,1,0,0,0,0
"1485022",0,0,0,0,0,0,0
"1485023",0,0,1,1,0,0,0
"1485065",0,0,0,0,0,0,0
"1485066",0,0,1,1,0,0,0
"1485067",0,0,1,1,0,0,0
"1485068",0,0,0,0,0,0,0
"1485069",0,0,0,0,0,0,0
"1485070",1,1,0,0,0,0,0
"1485071",0,0,0,0,0,0,0
"1486017",1,1,0,0,0,0,0
"1486018",0,0,1,0,0,0,0
"1486019",0,0,0,0,0,0,0
"1486020",0,1,1,1,0,0,0
"1486021",0,0,1,1,0,0,0
"1486022",1,1,0,0,1,1,0
"1486023",0,1,0,0,0,0,0
"1486120",0,1,0,0,1,0,0
"1486121",0,0,0,1,0,0,0
"1486122",0,0,0,0,0,0,0
"1486123",0,0,0,0,0,0,0
"1486124",0,0,0,0,0,0,0
"1486125",0,0,0,1,1,0,0
"1486126",0,1,0,0,0,0,1
"1487001",0,1,0,0,0,0,0
"1487005",0,0,0,0,0,0,0
"1487009",0,0,0,0,0,0,0
"1487013",0,0,1,1,0,0,0
"1487018",0,1,1,0,0,0,0
"1487026",0,0,0,1,0,0,0
"1487030",0,0,1,0,0,0,0
"1487034",0,0,0,0,0,0,0
"1487038",0,0,0,0,0,0,0
"1487042",0,0,1,0,1,1,0
"1487046",0,0,0,0,0,0,0
"1487051",0,0,0,0,0,0,0
"1487055",0,0,0,0,0,0,0
"1487059",0,0,1,1,1,1,0
"1487063",0,0,0,0,0,0,0
"1487067",0,0,0,0,0,0,0
"1487075",0,0,0,0,0,0,0
"1487079",1,0,0,0,0,0,0
"1487084",1,0,0,0,0,0,0
"1487088",0,0,0,0,0,0,0
"1487092",1,0,0,1,1,0,0
"1488002",0,0,1,0,0,0,0
"1488006",0,0,0,0,0,0,0
"1488010",0,0,1,0,0,0,0
"1488014",0,0,0,0,0,0,0
"1488018",0,0,0,0,0,0,0
"1488021",0,0,1,0,0,0,0
"1488025",0,0,0,0,0,0,0
"1488029",0,0,0,0,0,0,0
"1488033",0,0,0,0,0,1,0
"1488037",1,1,0,0,0,0,0
"1488041",0,0,0,0,0,0,0
"1488045",0,0,0,0,1,0,0
"1488049",0,0,0,0,1,0,0
"1488053",0,0,1,1,1,1,0
"1488057",0,1,0,0,0,0,1
"1488061",0,0,1,0,1,1,0
"1488064",0,0,0,0,0,0,0
"1488068",0,0,0,0,0,0,0
"1488072",0,0,0,0,0,0,0
"1488076",0,0,0,0,0,0,0
"1488080",0,0,1,1,0,1,0
"1488084",0,0,0,0,0,0,0
"1488088",0,0,0,0,0,0,0
"1489002",0,0,0,0,0,0,0
"1489008",0,0,0,0,0,0,0
"1489015",0,0,1,0,0,0,0
"1489021",0,0,1,0,0,0,0
"1489027",0,0,0,0,0,0,0
"1489033",0,0,0,0,0,0,0
"1489039",0,0,1,0,0,0,0
"1489045",0,0,1,0,0,0,0
"1489051",0,0,0,0,1,0,0
"1489056",0,0,0,0,0,0,0
"1489062",0,0,0,0,0,0,0
"1489068",0,0,0,0,0,0,0
"1489073",0,0,1,1,0,0,0
"1489079",0,0,0,0,0,0,1
"1489085",0,0,1,1,0,0,0
"1489091",0,0,0,0,0,0,0
"1489097",0,1,0,0,1,0,0
"1489103",0,0,0,0,0,0,0
"1489109",0,0,0,0,0,0,0
"1489115",0,0,0,0,0,0,0
"1489121",0,0,0,0,0,0,0
"1489127",0,0,1,0,0,0,1
"1490005",0,0,0,0,0,0,0
"1490012",0,0,0,0,0,1,0
"1490020",0,0,0,1,0,1,0
"1490027",0,0,1,1,0,0,0
"1490034",0,0,0,0,0,0,0
"1490042",0,0,0,0,0,0,0
"1490049",0,0,0,0,0,0,0
"1490056",0,0,0,0,0,0,0
"1490064",0,0,0,0,0,0,0
"1490071",0,0,0,0,0,0,0
"1490078",0,0,0,0,0,0,0
"1490086",0,0,0,0,0,0,0
"1490093",0,0,0,0,0,0,0
"1490101",1,0,1,1,0,1,0
"1490107",0,0,0,0,0,0,0
"1490114",0,0,0,0,0,0,0
"1490122",1,0,0,0,0,0,0
"1490129",0,0,0,1,0,0,0
"1490144",0,0,0,0,0,0,0
"1490151",0,0,0,0,0,0,0
"1490158",0,0,0,0,0,0,0
"1490166",0,0,1,0,1,0,0
"1491003",0,0,1,1,0,0,0
"1491010",0,0,0,0,0,0,0
"1491017",0,0,0,0,0,0,0
"1491023",0,0,0,0,0,0,0
"1491030",0,0,0,0,0,0,0
"1491037",0,0,0,0,0,0,0
"1491044",0,0,0,0,0,0,0
"1491051",0,0,0,0,0,0,0
"1491058",0,1,1,0,0,0,0
"1491071",0,0,0,0,0,0,0
"1491078",0,1,0,0,0,0,0
"1491084",0,0,0,0,0,0,0
"1491091",0,0,0,0,0,0,0
"1491098",0,0,0,0,0,0,0
"1491103",0,0,0,0,0,0,0
"1491111",0,0,0,0,0,0,0
"1491118",0,0,0,1,0,0,0
"1491124",0,0,0,0,0,0,0
"1491131",0,0,0,0,0,0,0
"1491138",0,0,0,0,0,0,0
"1491143",0,0,0,0,0,0,0
"1491148",0,0,0,0,0,0,0
"1492009",0,0,0,0,0,1,0
"1492018",0,0,0,0,0,0,0
"1492027",0,0,0,0,0,0,0
"1492037",0,0,0,0,0,0,0
"1492046",0,0,0,0,0,0,0
"1492055",0,0,0,0,0,0,0
"1492063",0,0,0,0,0,0,0
"1492072",0,0,0,0,0,0,0
"1492082",0,0,0,0,0,0,0
"1492092",0,0,0,0,0,0,0
"1492101",0,0,0,0,0,0,0
"1492110",0,0,0,0,0,0,0
"1492119",0,0,0,0,0,0,0
"1492128",0,0,0,0,0,0,0
"1492137",0,0,0,0,0,0,0
"1492147",0,0,0,0,0,0,0
"1492156",0,0,0,0,0,0,0
"1492165",0,0,0,0,0,0,0
"1492174",0,0,0,0,0,0,0
"1492183",0,0,0,0,0,0,0
"1492192",0,0,0,0,0,0,0
"1492210",0,0,0,0,0,0,0
"1493006",0,0,0,1,0,0,0
"1493015",0,0,0,0,0,0,0
"1493024",0,0,0,0,0,0,0
"1493032",0,0,1,0,0,0,0
"1493041",0,0,0,0,0,0,0
"1493050",0,0,0,0,0,0,0
"1493059",0,0,0,0,0,0,0
"1493067",0,0,0,0,0,0,0
"1493076",0,0,0,0,0,0,0
"1493085",0,0,0,0,0,0,0
"1493094",0,1,0,0,0,1,0
"1493103",0,0,0,0,0,0,0
"1493111",0,0,0,0,0,0,0
"1493120",0,0,0,0,0,0,0
"1493129",0,0,0,0,0,0,0
"1493138",0,0,0,0,0,0,0
"1493147",0,1,0,0,1,0,0
"1493155",1,0,0,0,0,0,0
"1493164",1,0,0,0,0,0,0
"1493173",0,0,1,0,0,0,0
"1493182",1,1,0,0,0,0,0
"1493191",0,0,1,1,0,0,0
"1493199",0,0,0,0,0,1,0
"1494006",0,0,0,0,0,1,0
"1494013",0,0,0,0,1,0,0
"1494019",0,0,0,0,0,0,0
"1494026",0,0,0,0,1,0,0
"1494032",0,0,0,0,0,0,0
"1494037",0,0,0,0,0,0,0
"1494044",0,0,0,0,0,0,0
"1494051",0,0,0,0,0,0,0
"1494057",0,0,0,0,0,0,0
"1494064",0,0,0,0,0,0,0
"1494071",0,0,0,1,1,1,0
"1494077",0,0,0,0,0,0,0
"1494084",0,0,0,0,0,0,0
"1494090",0,0,0,0,0,0,0
"1494097",0,0,0,0,0,0,0
"1494104",0,0,0,0,0,0,0
"1494110",0,0,0,0,0,0,0
"1494116",0,0,0,0,0,0,0
"1494123",0,0,0,0,0,0,0
"1494129",0,0,0,0,0,0,0
"1494137",0,0,0,0,0,0,0
"1494144",0,0,0,0,0,0,0
"1494151",0,0,0,0,0,0,0
"1495004",0,0,0,0,0,0,0
"1495010",0,0,0,0,0,1,0
"1495015",0,0,0,0,0,0,0
"1495021",0,0,0,0,0,0,0
"1495026",0,0,0,0,0,0,0
"1495032",0,0,0,0,0,0,0
"1495038",0,0,0,0,1,0,0
"1495043",0,0,0,0,0,0,0
"1495049",0,0,0,0,0,0,0
"1495054",0,0,0,0,0,0,0
"1495060",0,0,0,0,0,0,0
"1495066",0,0,0,0,1,0,0
"1495071",0,0,0,0,0,0,0
"1495077",0,0,0,0,0,0,0
"1495083",0,0,0,0,0,0,0
"1495088",0,1,0,0,0,0,0
"1495094",0,0,0,0,0,0,0
"1495099",0,0,0,0,0,0,0
"1495105",0,0,0,0,0,0,0
"1495111",0,0,0,0,0,0,0
"1495116",0,0,0,0,0,0,0
"1495122",0,0,0,0,0,0,0
"1495127",0,0,0,0,0,0,0
"1496006",0,0,0,0,0,0,0
"1496012",0,0,0,0,0,0,0
"1496019",0,0,0,0,1,1,1
"1496025",0,0,0,0,1,0,0
"1496032",1,1,1,1,1,0,0
"1496038",0,0,0,0,0,0,0
"1496045",0,0,0,0,0,0,0
"1496051",0,0,0,0,0,0,0
"1496058",0,0,0,0,0,0,0
"1496064",0,0,0,0,0,0,0
"1496071",0,0,0,0,1,0,0
"1496077",0,0,0,0,0,0,0
"1496084",0,0,0,0,1,1,0
"1496090",0,0,0,0,1,0,0
"1496097",0,0,0,0,0,0,0
"1496103",0,0,0,0,0,0,0
"1496110",0,0,0,0,1,0,0
"1496116",0,0,0,0,0,0,0
"1496123",0,0,0,0,0,0,0
"1496129",0,0,0,0,1,1,0
"1496142",0,0,0,0,1,0,0
"1496149",0,0,0,0,0,0,0
"1497002",0,0,0,0,1,0,0
"1497011",1,1,0,0,0,0,0
"1497019",0,0,0,0,0,0,0
"1497028",0,1,0,0,1,1,0
"1497038",0,0,0,0,0,0,0
"1497047",0,0,0,0,0,0,0
"1497056",0,0,0,0,0,0,0
"1497065",0,0,0,0,0,0,0
"1497074",0,0,0,0,0,0,1
"1497083",0,0,0,0,0,0,0
"1497092",0,0,0,0,0,0,0
"1497101",0,0,0,0,0,0,0
"1497111",0,0,0,0,1,1,0
"1497129",0,0,0,1,0,1,0
"1497138",0,0,1,0,0,0,0
"1497147",0,0,0,0,0,0,0
"1497156",0,0,0,1,0,0,0
"1497165",0,0,1,1,0,0,0
"1497174",0,0,0,0,0,0,0
"1497184",0,0,0,0,0,1,0
"1497193",0,0,0,0,0,0,0
"1497202",0,0,0,0,0,0,0
"1498009",0,1,0,0,0,0,0
"1498014",0,0,0,0,0,0,0
"1498021",0,0,0,0,0,0,0
"1498027",0,0,0,0,0,0,0
"1498033",0,0,0,0,0,0,0
"1498038",0,0,0,0,0,0,0
"1498044",0,0,0,0,1,1,0
"1498049",0,0,0,0,0,0,0
"1498056",0,0,0,0,0,0,0
"1498061",0,0,0,0,0,0,0
"1498066",0,0,0,0,1,0,0
"1498072",0,0,0,0,1,0,0
"1498078",0,0,0,0,0,0,0
"1498083",0,0,0,0,1,0,0
"1498089",0,0,0,0,0,0,0
"1498095",0,0,0,0,0,0,0
"1498101",0,0,0,0,0,0,0
"1498106",1,0,0,0,1,0,0
"1498112",0,0,0,0,0,0,0
"1498118",1,0,0,0,1,0,0
"1498124",0,0,0,0,1,0,0
"1498129",0,0,0,0,0,0,0
"1499018",0,0,0,0,1,0,0
"1499019",0,0,0,0,1,0,0
"1499020",0,0,0,0,0,0,0
"1499022",0,0,0,0,1,1,0
"1499023",0,0,0,0,0,0,0
"1499024",0,0,0,0,0,0,0
"1499074",0,0,0,0,0,0,0
"1499075",0,0,0,0,1,0,0
"1499076",0,0,0,0,0,0,0
"1499077",0,0,0,0,0,0,0
"1499078",0,0,0,0,1,1,0
"1499080",0,0,0,0,0,0,0
"1499130",0,0,0,0,1,0,0
"1499131",0,0,0,0,1,0,0
"1499132",0,0,0,0,0,0,0
"1499133",0,0,0,0,1,1,0
"1499134",0,0,0,0,1,1,0
"1499135",0,0,0,0,1,1,0
"1499136",0,0,0,0,0,0,0
"1500017",0,0,0,0,0,0,0
"1500018",0,0,0,0,0,0,0
"1500019",0,0,0,0,1,0,0
"1500020",0,0,0,0,0,1,0
"1500021",0,0,0,0,0,0,0
"1500022",0,1,0,0,0,0,0
"1500023",0,0,0,0,0,0,0
"1500024",0,0,0,0,0,0,0
"1500073",0,0,0,0,1,0,0
"1500074",0,0,0,0,1,0,0
"1500075",0,0,0,0,1,0,0
"1500076",0,0,0,0,1,0,0
"1500077",0,0,0,0,0,0,0
"1500079",0,0,0,0,0,0,0
"1500080",0,0,0,0,1,0,0
"1500121",0,0,0,0,0,1,0
"1500122",0,0,1,0,0,0,0
"1500123",0,0,0,0,1,0,0
"1500124",0,0,0,0,1,0,1
"1500125",0,0,0,0,0,0,0
"1501018",0,0,0,0,1,0,0
"1501019",0,0,0,0,0,0,0
"1501020",0,0,0,0,0,0,0
"1501022",0,0,0,0,0,0,0
"1501023",0,0,0,0,0,0,0
"1501024",1,0,0,0,0,0,0
"1501066",0,0,0,0,0,0,0
"1501067",0,0,0,0,1,0,0
"1501068",0,0,0,0,0,0,0
"1501069",0,0,0,0,0,0,0
"1501070",0,0,1,1,1,1,0
"1501071",0,0,0,0,0,0,0
"1501072",0,0,0,0,0,0,0
"1501122",0,0,0,0,1,0,0
"1501123",0,0,0,1,0,0,0
"1501125",0,0,0,0,0,0,0
"1501126",0,0,0,0,0,0,0
"1501127",1,0,0,0,0,0,0
"1501128",0,0,0,0,1,0,0
"1502017",0,0,0,0,1,0,1
"1502018",0,0,0,0,0,0,0
"1502019",0,0,0,0,0,0,0
"1502020",0,0,0,0,0,0,0
"1502021",0,0,0,0,1,0,0
"1502022",0,0,0,0,0,0,0
"1502023",0,0,0,0,0,0,0
"1502057",0,0,0,0,1,0,0
"1502058",0,0,0,0,1,0,0
"1502059",0,0,0,0,1,0,0
"1502060",0,0,0,0,0,0,0
"1502061",0,0,0,0,0,0,0
"1502062",0,0,0,0,1,0,0
"1502105",0,0,0,0,0,0,0
"1502106",0,0,0,0,0,0,0
"1502108",0,0,0,0,1,0,0
"1502109",0,0,0,0,0,0,0
"1502110",0,0,0,0,0,0,0
"1502111",0,0,0,0,0,0,0
"1503017",0,1,0,0,0,0,0
"1503018",0,0,0,0,0,0,0
"1503019",0,0,0,0,1,1,0
"1503020",0,0,0,0,1,1,0
"1503021",0,0,0,0,1,0,0
"1503023",0,0,0,0,0,0,0
"1503065",0,0,0,0,0,0,0
"1503066",0,0,0,0,0,0,0
"1503067",0,0,0,0,0,0,0
"1503068",0,0,0,0,0,0,0
"1503069",0,0,1,0,1,1,1
"1503070",0,0,0,0,0,0,0
"1503071",0,0,0,0,0,0,0
"1503121",0,0,1,0,0,0,0
"1503122",0,0,0,0,0,0,0
"1503123",0,0,0,0,1,0,0
"1503124",0,0,0,0,1,0,0
"1503126",0,0,0,0,1,0,0
"1503127",0,0,0,0,1,0,0
"1504025",0,0,0,0,0,0,0
"1504026",0,0,1,1,0,0,0
"1504027",0,0,0,0,1,0,0
"1504029",0,0,0,0,0,0,0
"1504030",0,0,1,0,0,0,0
"1504031",0,0,0,0,0,0,0
"1504072",0,0,0,0,0,0,0
"1504073",0,0,0,0,0,0,0
"1504074",0,0,0,0,0,0,0
"1504075",0,0,0,0,0,0,0
"1504076",0,0,0,0,0,0,0
"1504077",0,0,0,0,0,0,0
"1504078",0,0,0,0,0,0,0
"1504120",0,0,0,0,1,0,0
"1504121",0,0,0,0,1,0,0
"1504122",0,0,0,0,1,0,0
"1504123",0,0,0,0,1,0,0
"1504124",0,0,0,0,1,0,0
"1504126",0,0,0,0,1,0,0
"1505009",0,0,0,0,0,0,0
"1505010",0,0,0,0,1,1,0
"1505011",0,0,1,0,1,1,0
"1505012",0,0,0,0,0,0,0
"1505014",0,0,0,0,0,0,0
"1505015",0,0,0,0,0,0,0
"1505043",0,0,0,0,0,0,0
"1505044",0,0,0,0,0,0,0
"1505045",0,0,0,0,0,0,0
"1505046",0,0,0,0,0,0,0
"1505047",0,0,0,0,0,0,0
"1505048",0,0,0,0,0,0,0
"1505068",0,1,0,0,1,1,0
"1505069",0,0,0,0,1,0,0
"1505070",0,0,0,0,1,1,0
"1505071",0,0,0,0,1,0,0
"1505072",0,0,0,0,0,0,0
"1505073",0,0,0,0,0,0,0
"1505074",0,0,0,0,1,0,0
"1506002",0,0,0,0,1,0,0
"1506003",0,0,0,0,1,1,0
"1506004",0,0,0,0,1,0,0
"1506005",0,0,0,0,1,0,0
"1506006",0,0,0,0,1,0,0
"1506007",0,0,0,0,0,0,0
"1506034",0,0,0,0,1,0,0
"1506036",0,0,0,0,1,0,0
"1506037",0,0,0,0,0,0,0
"1506038",0,0,0,0,0,0,0
"1506039",0,0,0,0,0,0,0
"1506040",0,0,0,0,0,1,0
"1506066",0,0,0,0,0,0,0
"1506067",0,0,0,0,0,0,0
"1506068",0,0,0,0,0,0,0
"1506069",0,0,0,0,1,0,0
"1506070",0,0,0,0,0,0,0
"1506071",0,0,0,0,1,1,1
"1506072",0,0,0,0,0,0,0
"1507002",0,0,0,0,1,0,0
"1507004",0,0,0,0,0,0,0
"1507008",0,0,0,0,0,0,0
"1507010",0,0,0,0,0,0,0
"1507017",0,1,1,0,0,0,0
"1507019",0,0,0,0,0,0,1
"1507023",0,0,0,0,0,0,0
"1507025",0,0,0,0,0,0,0
"1507029",0,0,0,0,0,0,0
"1507033",0,1,0,1,0,0,0
"1507037",0,0,1,0,0,0,0
"1507040",1,0,1,0,0,0,0
"1507043",1,0,0,0,0,0,0
"1507046",0,0,1,1,0,0,0
"1507049",0,0,0,0,0,0,0
"1507051",0,0,0,0,0,0,0
"1507055",0,0,0,0,0,0,0
"1507058",0,0,0,0,0,1,1
"1507062",1,0,0,0,0,0,0
"1507064",0,0,0,0,0,0,0
"1507068",0,0,1,0,1,1,0
"1507072",0,0,1,0,0,0,0
"1507076",0,0,0,1,0,0,0
"1507078",0,0,0,0,0,0,0
"1507081",0,0,0,0,0,0,0
"1507086",1,0,1,1,0,0,0
"1507089",1,0,0,0,0,0,0
"1507091",0,0,1,0,1,1,0
"1507097",0,0,0,0,0,0,0
"1508004",1,0,1,0,0,0,0
"1508009",0,1,1,0,0,0,0
"1508013",0,0,0,0,0,0,0
"1508018",1,0,0,0,0,0,0
"1508022",0,0,0,0,0,0,0
"1508026",0,0,0,0,0,0,0
"1508031",0,0,0,0,0,0,0
"1508035",0,0,0,0,0,0,0
"1508040",0,0,1,1,0,0,0
"1508043",1,0,0,0,0,0,0
"1508048",0,0,0,0,0,0,0
"1508053",0,0,0,0,0,0,0
"1508057",0,0,0,0,0,0,0
"1508059",0,0,0,0,0,0,0
"1508065",0,0,0,0,0,0,0
"1508069",0,0,0,0,0,0,0
"1508074",0,0,0,0,0,1,0
"1508079",0,0,0,0,0,0,0
"1508083",0,0,0,0,0,0,0
"1508088",0,0,0,0,0,0,0
"1508093",0,0,0,0,0,0,0
"1508097",0,1,1,1,0,0,0
"1508102",0,0,0,0,0,0,0
"1508108",0,0,0,0,1,1,0
"1508113",0,0,1,0,0,0,0
"1508117",0,1,0,1,1,0,0
"1508120",1,0,0,0,0,0,0
"1508124",0,0,0,0,0,0,0
"1508128",0,0,0,0,0,0,0
"1509004",0,1,0,0,1,0,0
"1509009",0,0,0,0,0,0,0
"1509013",0,0,0,0,0,0,0
"1509018",0,0,0,1,0,0,0
"1509022",0,0,0,0,0,0,0
"1509027",1,0,0,0,0,0,0
"1509032",0,0,0,0,0,0,0
"1509036",0,0,0,0,0,0,0
"1509041",0,0,0,0,0,0,0
"1509045",0,0,0,0,0,0,0
"1509050",0,0,0,0,0,1,0
"1509054",0,0,0,0,1,0,0
"1509059",0,0,0,0,0,0,0
"1509064",0,0,0,0,0,0,0
"1509068",0,0,0,0,0,0,0
"1509077",0,0,0,0,0,0,0
"1509082",1,0,0,0,0,0,0
"1509087",0,0,0,0,0,0,0
"1509096",1,0,0,0,1,0,0
"1509100",0,0,0,0,0,0,0
"1509105",0,0,0,0,1,1,0
"1509109",0,0,0,0,0,0,0
"1509114",0,0,0,0,1,0,1
"1509119",0,0,0,0,0,0,0
"1509123",1,1,0,1,0,1,0
"1509128",0,0,0,0,0,0,0
"1509132",1,1,0,0,0,0,0
"1510005",0,0,0,0,0,0,0
"1510011",0,0,0,0,0,0,0
"1510018",0,0,0,0,0,0,0
"1510024",0,0,0,0,0,0,0
"1510029",0,0,0,0,0,0,0
"1510036",0,0,0,0,0,0,0
"1510042",0,0,1,1,1,1,0
"1510047",0,0,0,0,0,0,0
"1510054",0,0,0,0,0,0,0
"1510060",0,0,0,0,0,0,0
"1510065",1,0,0,0,1,0,0
"1510072",0,0,0,0,0,0,0
"1510078",1,1,0,0,0,0,0
"1510084",0,0,0,0,0,0,0
"1510090",0,0,0,0,0,0,0
"1510096",0,0,0,0,0,0,0
"1510104",0,0,0,0,0,0,0
"1510109",0,0,0,0,0,0,0
"1510116",0,0,0,0,0,0,0
"1510122",1,0,0,0,1,1,0
"1510128",0,0,0,0,0,0,0
"1510134",0,0,0,0,0,0,0
"1510141",0,0,0,0,0,0,0
"1510147",0,0,0,0,1,0,0
"1510153",1,0,0,0,0,0,0
"1510160",0,0,0,0,1,0,0
"1510166",0,0,0,0,0,0,0
"1510171",0,0,0,0,0,0,0
"1510177",0,0,0,0,1,0,0
"1511004",0,0,0,1,0,0,0
"1511008",1,1,0,0,0,0,0
"1511013",0,0,0,0,0,0,0
"1511018",0,0,0,1,0,0,0
"1511024",0,0,0,0,0,0,0
"1511028",0,0,0,0,0,0,0
"1511034",0,0,0,0,0,0,0
"1511039",0,0,1,0,0,0,0
"1511050",0,0,0,0,0,0,0
"1511056",0,0,0,0,0,1,0
"1511061",0,0,0,0,1,1,0
"1511067",0,0,0,0,0,0,0
"1511072",0,0,0,0,0,0,0
"1511077",0,0,0,0,0,0,0
"1511082",0,0,0,0,0,0,0
"1511087",0,0,0,0,0,0,0
"1511092",0,0,0,0,0,0,0
"1511099",0,0,0,0,0,0,0
"1511104",0,0,0,0,0,0,0
"1511110",0,0,0,0,0,0,0
"1511114",0,0,0,1,0,1,0
"1511120",0,0,0,0,0,0,0
"1511124",0,0,0,0,0,0,0
"1511130",1,0,0,0,0,0,0
"1511134",0,0,0,0,0,0,0
"1511139",0,0,0,0,0,0,0
"1511144",0,0,0,0,0,0,0
"1511150",1,0,0,0,0,0,0
"1512001",1,0,1,0,0,0,0
"1512007",0,0,0,0,0,0,0
"1512013",0,0,0,0,0,0,0
"1512019",0,0,0,0,0,0,0
"1512025",0,0,0,0,0,0,0
"1512031",0,0,0,0,1,0,0
"1512037",0,0,0,0,0,0,0
"1512050",0,0,0,0,0,0,0
"1512056",0,0,0,0,0,0,0
"1512062",1,0,0,0,0,0,0
"1512068",0,0,0,0,0,0,0
"1512074",0,0,0,0,0,0,0
"1512080",0,0,0,0,0,0,0
"1512086",0,0,0,0,0,0,0
"1512092",0,0,0,0,0,0,0
"1512098",0,1,0,0,0,0,0
"1512104",0,0,0,0,0,0,0
"1512110",0,0,0,0,0,0,0
"1512116",0,0,0,0,0,0,0
"1512122",0,0,0,0,0,0,0
"1512128",0,0,0,0,0,0,0
"1512135",0,0,0,1,0,0,0
"1512141",0,0,0,0,0,0,0
"1512147",0,0,0,0,0,0,0
"1512153",0,0,0,0,0,0,0
"1512159",0,0,0,0,0,0,0
"1512165",0,1,0,0,0,0,0
"1512171",0,0,0,1,0,1,0
"1513003",1,0,0,0,0,0,0
"1513009",0,0,0,0,0,0,0
"1513013",0,0,0,0,0,0,0
"1513019",1,0,0,0,0,0,0
"1513024",0,0,0,0,0,0,0
"1513031",0,1,1,0,0,0,0
"1513036",0,0,0,0,0,0,0
"1513040",0,0,0,0,0,1,0
"1513046",1,1,1,0,1,1,0
"1513052",0,0,0,0,0,0,0
"1513059",0,0,0,0,0,0,0
"1513064",0,0,0,0,0,0,0
"1513070",0,1,1,0,0,0,0
"1513076",0,0,1,0,0,0,0
"1513080",0,0,0,0,0,0,0
"1513086",0,0,0,1,0,0,0
"1513090",0,0,0,0,0,0,0
"1513096",0,0,0,1,0,0,0
"1513101",0,0,0,0,0,0,0
"1513112",0,0,0,0,0,0,0
"1513117",0,0,0,0,0,0,0
"1513123",0,0,0,0,0,0,0
"1513128",0,0,0,0,0,0,0
"1513133",0,0,0,0,0,0,0
"1513139",0,0,0,0,0,0,0
"1513144",0,0,0,0,0,0,0
"1513150",0,1,0,0,0,0,0
"1514003",0,0,1,1,0,0,0
"1514008",0,0,1,1,0,0,0
"1514013",0,0,0,0,0,0,0
"1514019",0,0,0,0,0,0,0
"1514023",0,0,0,0,0,0,0
"1514027",0,0,0,0,0,0,0
"1514030",0,0,1,0,0,0,0
"1514034",0,0,1,1,0,0,0
"1514038",0,0,0,0,0,0,0
"1514043",0,0,0,1,0,0,0
"1514048",0,0,1,0,0,0,0
"1514054",0,0,0,0,0,0,0
"1514059",0,0,0,0,0,1,0
"1514064",0,0,0,0,0,0,0
"1514075",0,0,0,0,0,0,0
"1514082",0,0,1,1,0,0,0
"1514086",0,0,0,0,1,0,0
"1514090",0,0,0,0,0,0,0
"1514092",0,1,1,0,0,0,0
"1514096",0,0,0,0,0,0,0
"1514103",0,0,0,0,0,0,0
"1514107",0,0,1,0,0,0,0
"1514110",0,0,0,0,0,0,0
"1514115",0,0,0,0,0,0,0
"1514120",0,0,0,0,0,0,0
"1514122",0,0,0,0,0,0,0
"1514126",0,0,0,0,0,0,0
"1514130",0,0,0,0,0,0,0
"1515004",0,0,0,0,0,0,0
"1515008",1,0,0,0,0,0,0
"1515013",1,0,0,0,0,1,0
"1515016",0,0,0,0,0,0,0
