ID1,HHID,NRO_ORDEN,QH30M,QH31M,QH32M_M,QH32M_Y,QH33M
2019,"072907901",1,1,52,1,2015,nan
2019,"073011501",1,1,62,8,2015,nan
2019,"073107501",1,1,72,6,2014,nan
2019,"073203401",1,1,35,8,2018,nan
2019,"073208101",1,1,96,12,2018,nan
2019,"073208901",1,1,23,4,2014,nan
2019,"073208902",1,1,1,8,2016,nan
2019,"073208902",2,1,0,9,2018,nan
2019,"073216501",1,1,60,12,2015,nan
2019,"073410501",1,2,79,3,2018,nan
2019,"073712301",1,1,95,9,2015,nan
2019,"073805701",1,2,66,4,2017,nan
2019,"073808701",1,1,82,11,2018,nan
2019,"074307201",1,1,89,4,2016,nan
2019,"074609801",1,1,58,1,2014,nan
2019,"074708001",1,2,67,12,2014,nan
2019,"075209901",1,2,74,11,2015,nan
2019,"075306501",1,2,76,9,2014,nan
2019,"075306701",1,2,85,2,2014,nan
2019,"075613701",1,2,36,5,2017,4
2019,"075613801",1,2,75,5,2014,nan
2019,"075700101",1,2,90,11,2015,nan
2019,"075705301",1,1,68,2,2017,nan
2019,"075705401",1,2,70,11,2015,nan
2019,"075804101",1,2,65,8,2018,nan
2019,"075805601",1,2,84,6,2016,nan
2019,"076002501",1,1,83,7,2017,nan
2019,"076002701",1,2,35,3,2019,4
2019,"076310301",1,2,87,6,2017,nan
2019,"076315301",1,2,60,5,2018,nan
2019,"076513301",1,2,62,8,2016,nan
2019,"076608601",1,2,76,10,2017,nan
2019,"076906001",1,1,78,10,2018,nan
2019,"077212801",1,2,65,3,2017,nan
2019,"077402201",1,1,57,10,2018,nan
2019,"077405701",1,1,55,3,2017,nan
2019,"077409001",1,1,86,6,2018,nan
2019,"077602601",1,1,73,11,2014,nan
2019,"077908401",1,1,93,12,2017,nan
2019,"078125501",1,1,66,2,2017,nan
2019,"078304002",1,1,47,3,2016,nan
2019,"078304601",1,1,96,1,2017,nan
2019,"078813201",1,2,96,1,2017,nan
2019,"078902601",1,2,61,6,2017,nan
2019,"078906001",1,2,66,9,2014,nan
2019,"079002101",1,1,85,1,2017,nan
2019,"079110401",1,1,0,1,2015,nan
2019,"079215101",1,2,80,7,2016,nan
2019,"079517001",1,2,53,8,2016,nan
2019,"079709301",1,1,19,7,2017,nan
2019,"079805201",1,2,52,3,2014,nan
2019,"080000201",1,2,61,4,2016,nan
2019,"080311401",1,1,57,8,2014,nan
2019,"080508001",1,1,50,11,2018,nan
2019,"080612401",1,1,72,3,2018,nan
2019,"080613701",1,2,47,6,2014,4
2019,"080800801",1,1,96,2,2014,nan
2019,"080905601",1,2,66,8,2017,nan
2019,"081113701",1,2,66,6,2015,nan
2019,"081401101",1,2,46,12,2015,4
2019,"081401301",1,2,87,10,2018,nan
2019,"081601101",1,2,72,12,2014,nan
2019,"081702301",1,1,1,7,2018,nan
2019,"082503301",1,1,56,10,2017,nan
2019,"082711701",1,2,59,8,2014,nan
2019,"082920901",1,1,67,1,2017,nan
2019,"083012501",1,2,19,2,2014,4
2019,"083406501",1,2,95,6,2017,nan
2019,"083700201",1,2,85,7,2016,nan
2019,"083702901",1,1,81,5,2018,nan
2019,"083908301",1,2,84,1,2019,nan
2019,"084213101",1,1,67,11,2016,nan
2019,"084403401",1,2,59,4,2018,nan
2019,"084406801",1,2,78,4,2017,nan
2019,"084505101",1,1,83,8,2015,nan
2019,"085012301",1,1,60,3,2014,nan
2019,"085202501",1,1,92,12,2016,nan
2019,"085304201",1,1,74,3,2014,nan
2019,"085614502",1,1,35,3,2014,nan
2019,"085801901",1,1,75,3,2016,nan
2019,"085801901",2,2,75,5,2017,nan
2019,"086104901",1,1,77,11,2016,nan
2019,"086306701",1,1,76,4,2018,nan
2019,"086412901",1,2,33,10,2016,4
2019,"087200501",1,2,85,2,2016,nan
2019,"087209201",1,1,91,10,2017,nan
2019,"087511601",1,2,50,12,2015,nan
2019,"087601001",1,1,67,1,2018,nan
2019,"087616401",1,1,67,9,2015,nan
2019,"087707601",1,2,53,8,2016,nan
2019,"087801001",1,2,71,1,2018,nan
2019,"088114901",1,1,76,5,2015,nan
2019,"088115801",1,2,53,10,2016,nan
2019,"088214101",1,2,43,1,2017,4
2019,"088311201",1,1,83,1,2016,nan
2019,"088311202",1,1,86,1,2016,nan
2019,"088706301",1,2,78,5,2018,nan
2019,"088709701",1,1,70,7,2017,nan
2019,"088812601",1,1,86,1,2017,nan
2019,"088908101",1,1,81,2,2019,nan
2019,"089303801",1,2,79,7,2017,nan
2019,"089506901",1,2,3,1,2014,nan
2019,"089610301",1,1,92,1,2018,nan
2019,"089807901",1,1,90,6,2014,nan
2019,"090001901",1,2,87,6,2018,nan
2019,"090009101",1,2,72,8,2014,nan
2019,"090509601",1,2,8,1,2017,nan
2019,"090602301",1,1,97,7,2017,nan
2019,"090608101",1,2,58,9,2015,nan
2019,"090807501",1,2,67,6,2014,nan
2019,"091010801",1,2,92,12,2018,nan
2019,"091103201",1,1,0,4,2018,nan
2019,"091112501",1,1,62,3,2017,nan
2019,"091502301",1,1,69,2,2018,nan
2019,"091514101",1,2,82,6,2018,nan
2019,"091607601",1,1,68,12,2017,nan
2019,"091607601",2,1,47,12,2017,nan
2019,"091709201",1,1,2,1,2014,nan
2019,"091709201",2,2,33,6,2016,4
2019,"091800901",1,1,85,4,2015,nan
2019,"091805101",1,1,75,3,2017,nan
2019,"092110301",1,1,81,12,2018,nan
2019,"092509701",1,2,47,6,2017,4
2019,"092709101",1,1,89,4,2017,nan
2019,"093210901",1,2,33,7,2016,4
2019,"093307701",1,1,79,6,2018,nan
2019,"093409101",1,1,87,1,2016,nan
2019,"093504301",1,1,50,12,2016,nan
2019,"093609901",1,1,67,6,2017,nan
2019,"093615901",1,2,74,6,2018,nan
2019,"093812401",1,1,74,5,2016,nan
2019,"093902901",1,2,76,4,2015,nan
2019,"094204501",1,1,67,6,2015,nan
2019,"094506401",1,2,54,8,2018,nan
2019,"094506404",1,2,53,8,2018,nan
2019,"094800501",1,2,83,8,2015,nan
2019,"094809801",1,1,72,10,2018,nan
2019,"094916001",1,2,67,6,2015,nan
2019,"094916001",2,1,51,12,2015,nan
2019,"095106301",1,1,72,6,2016,nan
2019,"095202601",1,1,74,7,2017,nan
2019,"095210701",1,2,66,10,2014,nan
2019,"095400201",1,1,66,5,2016,nan
2019,"096005701",1,1,2,2,2018,nan
2019,"096112101",1,2,87,8,2018,nan
2019,"096408601",1,2,82,10,2014,nan
2019,"096408601",2,1,91,12,2016,nan
2019,"096408701",1,1,90,12,2017,nan
2019,"096408701",2,2,85,12,2017,nan
2019,"096505501",1,1,84,5,2018,nan
2019,"096603301",1,2,0,11,2014,nan
2019,"096700501",1,1,97,5,2018,nan
2019,"096703701",1,2,83,12,2017,nan
2019,"096703901",1,1,39,2,2017,nan
2019,"097309601",1,1,56,3,2017,nan
2019,"097309601",2,2,53,2,2018,nan
2019,"097511501",1,1,74,3,2017,nan
2019,"097515001",1,2,75,2,2017,nan
2019,"097703701",1,2,102,7,2018,nan
2019,"097813301",1,1,65,8,2015,nan
2019,"097813301",2,2,92,8,2017,nan
2019,"098302301",1,2,38,4,2018,3
2019,"098605101",1,1,92,6,2016,nan
2019,"098611901",1,2,60,12,2016,nan
2019,"098612801",1,1,51,9,2015,nan
2019,"098801401",1,2,75,6,2015,nan
2019,"098906301",1,2,93,8,2016,nan
2019,"098906301",2,1,97,8,2017,nan
2019,"098906801",1,1,89,10,2017,nan
2019,"098907301",1,1,50,8,2015,nan
2019,"099006801",1,2,83,7,2016,nan
2019,"099100601",1,2,47,1,2018,4
2019,"099102501",1,1,68,9,2015,nan
2019,"099502401",1,2,47,6,2018,4
2019,"099505801",1,2,78,6,2017,nan
2019,"099604301",1,1,54,2,2017,nan
2019,"099612601",1,1,0,11,2015,nan
2019,"099712301",1,1,78,9,2017,nan
2019,"099912801",1,2,75,7,2018,nan
2019,"100008601",1,2,38,4,2018,1
2019,"100311501",1,2,84,10,2018,nan
2019,"100507301",1,2,89,7,2017,nan
2019,"100511101",1,2,76,12,2017,nan
2019,"100625701",1,2,70,5,2014,nan
2019,"101004001",1,1,87,8,2018,nan
2019,"101307201",1,2,74,9,2016,nan
2019,"101516201",1,2,69,6,2014,nan
2019,"101908101",1,1,84,7,2016,nan
2019,"102003101",1,1,96,5,2019,nan
2019,"102005001",1,1,80,11,2018,nan
2019,"102008001",1,2,65,2,2016,nan
2019,"102307201",1,1,65,4,2019,nan
2019,"102307601",1,1,31,4,2018,nan
2019,"102312901",1,1,51,10,2018,nan
2019,"102501801",1,2,74,8,2016,nan
2019,"102509501",1,2,61,3,2015,nan
2019,"102611001",1,1,87,8,2017,nan
2019,"102700801",1,1,53,7,2016,nan
2019,"102905301",1,2,72,6,2019,nan
2019,"102907001",1,1,43,5,2014,nan
2019,"103007601",1,2,95,11,2014,nan
2019,"103007901",1,1,64,2,2014,nan
2019,"103202101",1,2,63,4,2018,nan
2019,"103204501",1,2,35,11,2016,4
2019,"103507001",1,1,79,5,2014,nan
2019,"103603401",1,1,89,3,2019,nan
2019,"103801401",1,2,85,5,2014,nan
2019,"103902801",1,1,38,12,2016,nan
2019,"104101301",1,1,35,6,2016,nan
2019,"104108201",1,2,96,7,2017,nan
2019,"104108401",1,2,98,8,2016,nan
2019,"104108501",1,2,97,7,2015,nan
2019,"104302801",1,2,79,8,2017,nan
2019,"104419901",1,1,70,8,2015,nan
2019,"104511301",1,1,68,10,2015,nan
2019,"104614301",1,2,33,7,2016,4
2019,"104705301",1,1,85,1,2014,nan
2019,"104712701",1,1,44,1,2019,nan
2019,"104915301",1,1,89,1,2016,nan
2019,"105100401",1,2,64,5,2016,nan
2019,"105105601",1,1,63,2,2019,nan
2019,"105106201",1,1,65,2,2019,nan
2019,"105202101",1,1,68,11,2015,nan
2019,"105212101",1,1,36,11,2017,nan
2019,"105214301",1,1,78,11,2016,nan
2019,"105214301",2,1,54,4,2018,nan
2019,"105406101",1,1,64,5,2018,nan
2019,"105606901",1,1,79,10,2014,nan
2019,"105707201",1,1,79,7,2014,nan
2019,"105715001",1,1,58,2,2019,nan
2019,"106204301",1,1,75,1,2016,nan
2019,"106610901",1,2,78,11,2018,nan
2019,"106707001",1,2,23,4,2019,4
2019,"106913001",1,2,79,1,2018,nan
2019,"106915801",1,1,36,1,2015,nan
2019,"107005301",1,1,80,6,2015,nan
2019,"107100501",1,2,26,6,2015,4
2019,"107211301",1,2,43,8,2018,4
2019,"107308001",1,2,78,5,2019,nan
2019,"107312201",1,1,1,6,2015,nan
2019,"107408301",1,1,98,5,2015,nan
2019,"107506301",1,2,31,4,2018,4
2019,"107513801",1,1,45,11,2016,nan
2019,"107605601",1,1,9,7,2015,nan
2019,"107706801",1,1,87,7,2018,nan
2019,"107707001",1,1,22,6,2014,nan
2019,"107707601",1,2,89,2,2015,nan
2019,"107800601",1,2,21,6,2015,4
2019,"107801201",1,1,75,1,2018,nan
2019,"107801201",2,1,85,12,2018,nan
2019,"107805901",1,2,69,8,2018,nan
2019,"107906701",1,2,38,5,2018,4
2019,"108204101",1,1,0,5,2014,nan
2019,"108204101",2,2,0,5,2014,nan
2019,"108204501",1,1,65,12,2017,nan
2019,"108205501",1,1,54,10,2018,nan
2019,"108403601",1,2,54,12,2017,nan
2019,"108406501",1,1,80,7,2018,nan
2019,"108602501",1,1,0,2,2019,nan
2019,"108608501",1,1,49,7,2014,nan
2019,"108712101",1,2,33,6,2015,4
2019,"108712201",1,1,63,1,2017,nan
2019,"108801801",1,1,65,10,2016,nan
2019,"108804901",1,1,78,1,2017,nan
2019,"108804901",2,2,38,7,2018,4
2019,"108901201",1,1,17,12,2017,nan
2019,"109002501",1,2,2,9,2014,nan
2019,"109002701",1,1,78,6,2015,nan
2019,"109100101",1,2,76,11,2018,nan
2019,"109511201",1,2,58,11,2018,nan
2019,"109511901",1,1,78,6,2016,nan
2019,"109530201",1,2,1,2,2019,nan
2019,"109610201",1,1,99,8,2016,nan
2019,"109704301",1,2,82,5,2014,nan
2019,"109704701",1,1,88,12,2016,nan
2019,"109800901",1,1,25,12,2018,nan
2019,"109904801",1,1,85,8,2018,nan
2019,"109904901",1,1,91,8,2018,nan
2019,"109907801",1,2,0,5,2014,nan
2019,"110107901",1,1,77,12,2015,nan
2019,"110506001",1,2,15,7,2014,4
2019,"110614901",1,1,75,2,2014,nan
2019,"110618501",1,2,65,8,2017,nan
2019,"110710601",1,1,72,4,2014,nan
2019,"111201601",1,1,0,2,2015,nan
2019,"111303601",1,2,49,1,2018,4
2019,"111504601",1,1,16,12,2017,nan
2019,"111601401",1,1,32,3,2015,nan
2019,"111702001",1,2,59,8,2015,nan
2019,"111704101",1,1,73,1,2019,nan
2019,"111704601",1,1,50,12,2016,nan
2019,"111902701",1,1,71,12,2018,nan
2019,"112206001",1,2,65,8,2016,nan
2019,"112502301",1,1,84,8,2017,nan
2019,"112709101",1,2,55,4,2014,nan
2019,"112909301",1,1,40,6,2019,nan
2019,"113110801",1,1,56,1,2017,nan
2019,"113207801",1,1,55,11,2014,nan
2019,"113209801",1,1,52,4,2014,nan
2019,"113410001",1,1,55,8,2017,nan
2019,"114105101",1,1,16,2,2014,nan
2019,"114214601",1,2,36,8,2017,4
2019,"114309201",1,1,23,5,2014,nan
2019,"114410301",1,1,89,7,2015,nan
2019,"114603901",1,2,37,1,2014,4
2019,"114702201",1,2,0,8,2015,nan
2019,"114907101",1,2,88,6,2017,nan
2019,"114907201",1,2,99,6,2017,nan
2019,"115105601",1,1,76,8,2018,nan
2019,"115107801",1,1,23,4,2018,nan
2019,"115107901",1,2,71,1,2014,nan
2019,"115605901",1,1,47,7,2018,nan
2019,"115710801",1,1,0,2,2018,nan
2019,"115801701",1,1,53,3,2014,nan
2019,"115903501",1,1,19,4,2014,nan
2019,"115903501",2,1,64,1,2015,nan
2019,"116309001",1,1,77,1,2017,nan
2019,"116404001",1,2,67,3,2017,nan
2019,"116614701",1,2,79,8,2017,nan
2019,"116804701",1,2,73,7,2018,nan
2019,"116902801",1,2,27,1,2017,4
2019,"117104201",1,1,84,7,2015,nan
2019,"117104201",2,2,86,12,2017,nan
2019,"118005701",1,1,66,10,2016,nan
2019,"118508001",1,2,73,11,2014,nan
2019,"119006701",1,2,16,11,2014,4
2019,"119204401",1,2,68,4,2017,nan
2019,"119207101",1,2,94,7,2017,nan
2019,"119705501",1,2,59,9,2015,nan
2019,"119708301",1,2,98,12,2016,nan
2019,"119804201",1,1,73,12,2014,nan
2019,"120111901",1,1,76,1,2019,nan
2019,"120209801",1,2,85,5,2014,nan
2019,"120405001",1,2,64,6,2015,nan
2019,"120603201",1,1,40,5,2018,nan
2019,"120805601",1,2,73,1,2014,nan
2019,"120903601",1,2,85,7,2018,nan
2019,"120909601",1,2,67,7,2017,nan
2019,"121100101",1,2,90,1,2019,nan
2019,"121200101",1,2,85,7,2014,nan
2019,"121301301",1,1,23,12,2015,nan
2019,"121403201",1,1,22,12,2017,nan
2019,"121404401",1,1,88,5,2019,nan
2019,"121505701",1,2,85,4,2019,nan
2019,"121600501",1,1,80,7,2016,nan
2019,"122109401",1,1,0,6,2018,nan
2019,"122300601",1,1,73,4,2016,nan
2019,"122303701",1,1,62,6,2018,nan
2019,"122402201",1,1,85,4,2018,nan
2019,"122414101",1,1,66,9,2018,nan
2019,"122502201",1,1,0,9,2018,nan
2019,"122609701",1,1,28,7,2017,nan
2019,"122802601",1,2,63,11,2016,nan
2019,"122802601",2,1,89,1,2018,nan
2019,"122808601",1,1,77,4,2015,nan
2019,"122904301",1,1,56,10,2015,nan
2019,"123312001",1,2,67,7,2018,nan
2019,"123511901",1,2,0,7,2018,nan
2019,"123702301",1,2,79,12,2015,nan
2019,"123813401",1,2,55,12,2017,nan
2019,"124008301",1,1,54,10,2017,nan
2019,"124200801",1,1,70,12,2018,nan
2019,"124405801",1,2,99,2,2014,nan
2019,"124704201",1,1,34,5,2018,nan
2019,"124901201",1,1,23,11,2015,nan
2019,"124908201",1,2,96,3,2018,nan
2019,"124909801",1,1,84,5,2018,nan
2019,"125005101",1,1,18,8,2016,nan
2019,"125203501",1,2,52,7,2018,nan
2019,"125305301",1,1,72,3,2014,nan
2019,"125405401",1,1,69,12,2017,nan
2019,"125408201",1,1,22,6,2014,nan
2019,"125408501",1,2,66,10,2016,nan
2019,"125604301",1,1,62,7,2014,nan
2019,"125604301",2,2,58,5,2017,nan
2019,"125712801",1,1,19,8,2018,nan
2019,"125907601",1,1,0,11,2014,nan
2019,"126002701",1,2,98,2,2018,nan
2019,"126102901",1,1,62,7,2017,nan
2019,"126210201",1,2,90,3,2018,nan
2019,"126400501",1,2,86,10,2014,nan
2019,"126400801",1,1,75,4,2014,nan
2019,"126401401",1,1,23,3,2019,nan
2019,"126401501",1,2,95,3,2018,nan
2019,"126401901",1,2,110,3,2018,nan
2019,"126503201",1,2,82,4,2018,nan
2019,"126503401",1,2,82,10,2015,nan
2019,"126601101",1,1,19,10,2014,nan
2019,"126601301",1,2,23,7,2015,4
2019,"126806001",1,2,11,9,2018,nan
2019,"127000801",1,1,4,11,2017,nan
2019,"127007401",1,1,37,9,2018,nan
2019,"127009401",1,2,1,3,2014,nan
2019,"127105301",1,1,78,10,2017,nan
2019,"127203501",1,1,3,2,2019,nan
2019,"127207401",1,1,55,3,2014,nan
2019,"127306101",1,2,98,12,2018,nan
2019,"127306401",1,1,92,11,2017,nan
2019,"127409701",1,1,30,11,2018,nan
2019,"127500101",1,1,54,1,2017,nan
2019,"127813101",1,1,38,10,2014,nan
2019,"128013201",1,1,30,5,2015,nan
2019,"128013201",2,1,66,11,2018,nan
2019,"128112701",1,2,80,6,2016,nan
2019,"128112701",2,1,61,5,2018,nan
2019,"128311901",1,2,64,1,2018,nan
2019,"128312201",1,1,66,11,2017,nan
2019,"128506601",1,2,43,3,2014,4
2019,"128511801",1,2,92,12,2017,nan
2019,"128602501",1,2,55,3,2015,nan
2019,"128705501",1,1,69,3,2014,nan
2019,"128705601",1,2,2,3,2014,nan
2019,"128706701",1,1,78,11,2016,nan
2019,"129006401",1,1,51,9,2015,nan
2019,"129009001",1,1,65,12,2015,nan
2019,"129102001",1,1,58,7,2018,nan
2019,"129307601",1,2,81,4,2017,nan
2019,"129402601",1,1,90,2,2015,nan
2019,"129501001",1,1,22,8,2017,nan
2019,"129713301",1,1,73,11,2017,nan
2019,"130016101",1,2,50,7,2017,nan
2019,"130101601",1,1,90,11,2014,nan
2019,"130406401",1,2,77,4,2016,nan
2019,"130406501",1,2,97,10,2016,nan
2019,"130407701",1,2,98,2,2018,nan
2019,"130618801",1,1,73,5,2018,nan
2019,"130713301",1,2,81,9,2016,nan
2019,"130803701",1,1,51,8,2018,nan
2019,"131210701",1,1,66,10,2018,nan
2019,"131310901",1,1,59,6,2017,nan
2019,"131412001",1,1,67,11,2017,nan
2019,"131505701",1,2,64,10,2016,nan
2019,"132010701",1,1,72,2,2018,nan
2019,"132207001",1,1,51,10,2015,nan
2019,"132402001",1,2,62,8,2015,nan
2019,"132406701",1,2,76,2,2014,nan
2019,"132412501",1,2,82,5,2015,nan
2019,"132413901",1,1,60,4,2018,nan
2019,"132503501",1,2,9,10,2018,nan
2019,"132602501",1,1,40,9,2017,nan
2019,"132900101",1,1,29,5,2016,nan
2019,"132902201",1,1,27,9,2018,nan
2019,"132903701",1,1,33,2,2014,nan
2019,"132903701",2,1,89,2,2016,nan
2019,"133015601",1,2,94,5,2017,nan
2019,"133100701",1,2,85,11,2016,nan
2019,"133101601",1,1,46,1,2015,nan
2019,"133112201",1,1,65,5,2014,nan
2019,"133112201",2,1,30,3,2019,nan
2019,"133206701",1,1,90,8,2018,nan
2019,"133209501",1,2,72,3,2016,nan
2019,"133415201",1,1,90,3,2017,nan
2019,"133502901",1,1,63,7,2015,nan
2019,"133705901",1,2,30,2,2015,4
2019,"134307701",1,1,75,6,2017,nan
2019,"134509501",1,1,82,6,2018,nan
2019,"134800701",1,1,79,8,2018,nan
2019,"134901101",1,2,83,10,2018,nan
2019,"134907301",1,1,0,2,2016,nan
2019,"135003401",1,2,73,1,2017,nan
2019,"135003401",2,1,20,8,2018,nan
2019,"135302201",1,1,45,8,2018,nan
2019,"135406401",1,2,57,12,2016,nan
2019,"135407401",1,2,53,3,2016,nan
2019,"135604601",1,2,88,8,2018,nan
2019,"135611701",1,2,82,12,2017,nan
2019,"135612901",1,1,74,2,2016,nan
2019,"135812501",1,1,44,6,2017,nan
2019,"135902201",1,2,0,7,2016,nan
2019,"136105001",1,1,54,10,2015,nan
2019,"136105801",1,2,68,7,2015,nan
2019,"136200201",1,1,72,12,2018,nan
2019,"136601101",1,2,90,9,2016,nan
2019,"136604201",1,1,73,12,2017,nan
2019,"136606601",1,1,40,10,2018,nan
2019,"136606701",1,1,78,12,2014,nan
2019,"136700401",1,2,79,10,2014,nan
2019,"136704101",1,2,0,7,2018,nan
2019,"136704201",1,1,54,3,2019,nan
2019,"136704501",1,1,80,1,2019,nan
2019,"136805401",1,2,80,4,2015,nan
2019,"136805501",1,2,79,4,2016,nan
2019,"136904801",1,1,63,1,2018,nan
2019,"137101201",1,1,91,2,2018,nan
2019,"137101501",1,1,87,3,2019,nan
2019,"137104501",1,1,90,8,2018,nan
2019,"137109301",1,1,52,9,2015,nan
2019,"137204301",1,2,1,1,2018,nan
2019,"137301601",1,1,87,4,2017,nan
2019,"137303601",1,1,54,7,2015,nan
2019,"137500801",1,1,80,6,2016,nan
2019,"137501001",1,1,78,1,2016,nan
2019,"137701101",1,1,78,8,2018,nan
2019,"137800401",1,1,98,1,2017,nan
2019,"137800601",1,2,81,12,2015,nan
2019,"137801201",1,1,95,7,2015,nan
2019,"138002001",1,2,44,8,2016,4
2019,"138002701",1,1,42,8,2018,nan
2019,"138105901",1,1,52,7,2018,nan
2019,"138200401",1,1,30,7,2015,nan
2019,"138203901",1,1,77,8,2017,nan
2019,"138204001",1,1,77,8,2017,nan
2019,"138303101",1,1,16,1,2016,nan
2019,"138605801",1,2,86,9,2017,nan
2019,"138608801",1,1,18,12,2018,nan
2019,"138608801",2,2,51,3,2019,nan
2019,"138702501",1,2,82,6,2016,nan
2019,"138702701",1,1,76,4,2019,nan
2019,"139408001",1,1,45,6,2018,nan
2019,"139508301",1,1,78,8,2015,nan
2019,"139710201",1,1,64,5,2014,nan
2019,"139806701",1,2,60,10,2018,nan
2019,"140100301",1,1,64,7,2017,nan
2019,"140112401",1,1,22,6,2018,nan
2019,"140202301",1,1,71,9,2017,nan
2019,"140203001",1,2,48,1,2018,4
2019,"140205801",1,1,50,11,2014,nan
2019,"140319001",1,2,89,10,2014,nan
2019,"140506201",1,1,0,1,2018,nan
2019,"140803001",1,1,52,8,2018,nan
2019,"141103401",1,1,2,11,2014,nan
2019,"141112701",1,2,6,1,2018,nan
2019,"141216501",1,1,44,1,2017,nan
2019,"141413801",1,2,17,2,2017,4
2019,"141604801",1,2,86,9,2018,nan
2019,"141607201",1,1,85,10,2016,nan
2019,"141711201",1,1,77,12,2018,nan
2019,"141805501",1,1,13,9,2015,nan
2019,"141900501",1,2,86,9,2018,nan
2019,"141904401",1,1,89,8,2014,nan
2019,"142012501",1,2,67,5,2016,nan
2019,"142311801",1,1,12,12,2018,nan
2019,"142321401",1,1,32,8,2015,nan
2019,"142800701",1,2,89,6,2017,nan
2019,"142800801",1,1,49,3,2014,nan
2019,"142801801",1,2,90,6,2014,nan
2019,"142804101",1,1,23,1,2018,nan
2019,"142804101",2,2,39,1,2018,4
2019,"142904001",1,2,85,6,2018,nan
2019,"142904201",1,1,34,3,2018,nan
2019,"143208801",1,2,0,8,2015,nan
2019,"143301901",1,1,75,12,2018,nan
2019,"143402701",1,2,55,5,2014,nan
2019,"143403401",1,2,55,2,2019,nan
2019,"143600101",1,1,70,8,2018,nan
2019,"143601301",1,1,9,9,2016,nan
2019,"143702301",1,1,95,4,2017,nan
2019,"143800701",1,1,70,6,2017,nan
2019,"143803701",1,1,88,10,2018,nan
2019,"144001601",1,1,78,9,2014,nan
2019,"144012401",1,2,82,11,2014,nan
2019,"144012401",2,1,82,3,2017,nan
2019,"144013701",1,1,85,6,2015,nan
2019,"144014101",1,1,56,6,2018,nan
2019,"144014101",2,1,83,9,2018,nan
2019,"144015001",1,1,43,6,2016,nan
2019,"144104601",1,2,58,8,2018,nan
2019,"144405001",1,2,70,8,2014,nan
2019,"144407501",1,1,27,2,2014,nan
2019,"144504601",1,1,64,8,2018,nan
2019,"144703201",1,2,74,2,2017,nan
2019,"144903801",1,2,71,5,2017,nan
2019,"144908001",1,1,22,2,2018,nan
2019,"145204001",1,2,0,2,2018,nan
2019,"145210501",1,2,75,8,2014,nan
2019,"145210501",2,1,52,9,2015,nan
2019,"145210501",3,1,85,8,2016,nan
2019,"145902101",1,1,92,3,2019,nan
2019,"145905601",1,1,71,5,2017,nan
2019,"145907801",1,2,62,2,2018,nan
2019,"146106601",1,1,91,8,2016,nan
2019,"146107901",1,2,83,3,2014,nan
2019,"146202001",1,1,67,5,2018,nan
2019,"146211101",1,1,82,1,2015,nan
2019,"146414201",1,2,50,8,2016,nan
2019,"146606301",1,1,74,11,2014,nan
2019,"147118101",1,2,4,5,2018,nan
2019,"147409601",1,1,60,11,2017,nan
2019,"147700201",1,1,74,12,2017,nan
2019,"148201701",1,2,38,5,2018,4
2019,"148414101",1,1,65,12,2014,nan
2019,"148608601",1,1,65,7,2017,nan
2019,"148801401",1,2,84,6,2014,nan
2019,"149304501",1,1,83,12,2018,nan
2019,"149402001",1,2,35,5,2017,2
2019,"149402301",1,1,115,11,2016,nan
2019,"149405001",1,2,56,6,2014,nan
2019,"149607101",1,2,83,4,2019,nan
2019,"149700401",1,2,60,2,2014,nan
2019,"149807301",1,1,14,6,2015,nan
2019,"149901001",1,1,90,3,2016,nan
2019,"149903901",1,1,22,3,2018,nan
2019,"149905301",1,1,87,4,2014,nan
2019,"150107601",1,2,65,4,2018,nan
2019,"150201101",1,2,60,10,2015,nan
2019,"150207201",1,2,74,1,2019,nan
2019,"150209001",1,1,54,11,2017,nan
2019,"150501201",1,1,10,2,2014,nan
2019,"150605601",1,2,89,1,2018,nan
2019,"150712101",1,1,70,6,2014,nan
2019,"150801501",1,1,90,2,2016,nan
2019,"150801901",1,2,94,10,2018,nan
2019,"150803301",1,1,15,10,2018,nan
2019,"150811801",1,2,13,5,2017,4
2019,"150901101",1,1,72,4,2016,nan
2019,"151007701",1,2,71,12,2015,nan
2019,"151016001",1,1,78,8,2018,nan
2019,"151204601",1,2,51,1,2014,nan
2019,"151205401",1,1,77,4,2018,nan
2019,"151214501",1,1,72,2,2016,nan
2019,"151308001",1,2,19,12,2017,4
2019,"151411901",1,2,54,6,2018,nan
2019,"151500801",1,1,24,7,2014,nan
2019,"151711601",1,2,89,11,2016,nan
2019,"151717401",1,1,42,4,2017,nan
2019,"151720801",1,2,3,8,2014,nan
2019,"151802601",1,1,93,8,2017,nan
2019,"151909001",1,1,28,8,2014,nan
2019,"151909001",2,2,48,10,2014,4
2019,"152613001",1,1,36,8,2018,nan
2019,"152803801",1,1,21,3,2018,nan
2019,"153020701",1,1,90,3,2016,nan
2019,"153108501",1,2,84,3,2015,nan
2019,"153402501",1,2,103,8,2014,nan
2019,"153402701",1,2,80,8,2015,nan
2019,"153506901",1,1,92,11,2018,nan
2019,"153809101",1,1,75,7,2017,nan
2019,"153915601",1,2,68,4,2018,nan
2019,"154000901",1,1,73,2,2016,nan
2019,"154008401",1,1,23,3,2018,nan
2019,"154012701",1,1,69,12,2015,nan
2019,"154114601",1,1,79,10,2017,nan
2019,"154115201",1,1,75,6,2015,nan
2019,"154211201",1,2,70,1,2017,nan
2019,"154306801",1,2,70,3,2014,nan
2019,"154306801",2,1,82,1,2018,nan
