ID1,HHID,NRO_ORDEN,QH30M,QH31M,QH32M_M,QH32M_Y,QH33M
2019,"154400201",1,1,82,4,2015,nan
2019,"154406701",1,1,42,3,2017,nan
2019,"154500101",1,2,30,9,2015,2
2019,"154905901",1,2,8,5,2018,nan
2019,"155105501",1,1,62,5,2017,nan
2019,"155111301",1,2,87,5,2014,nan
2019,"155114401",1,1,65,10,2017,nan
2019,"155209001",1,1,62,3,2015,nan
2019,"155209001",2,2,65,4,2017,nan
2019,"155210801",1,2,90,7,2018,nan
2019,"155411301",1,2,82,6,2014,nan
2019,"155512501",1,1,31,10,2015,nan
2019,"155512501",2,1,35,2,2017,nan
2019,"155809601",1,2,50,7,2014,nan
2019,"155908801",1,1,66,4,2015,nan
2019,"155911001",1,1,95,2,2016,nan
2019,"156110801",1,2,27,1,2014,4
2019,"156202501",1,1,87,5,2018,nan
2019,"156208201",1,2,97,2,2016,nan
2019,"156210001",1,2,50,7,2016,nan
2019,"156308301",1,1,42,1,2015,nan
2019,"156414001",1,1,73,4,2017,nan
2019,"156414101",1,1,77,12,2017,nan
2019,"156600701",1,2,17,2,2018,2
2019,"157005001",1,1,75,2,2019,nan
2019,"157413301",1,2,70,8,2018,nan
2019,"157605301",1,2,52,3,2014,nan
2019,"157801801",1,2,33,4,2014,4
2019,"157909801",1,1,79,12,2018,nan
2019,"157914601",1,1,75,11,2017,nan
2019,"158012501",1,2,82,11,2016,nan
2019,"158102201",1,2,80,6,2017,nan
2019,"158102401",1,2,84,10,2016,nan
2019,"158104201",1,2,80,5,2016,nan
2019,"158111101",1,2,94,2,2019,nan
2019,"158304701",1,1,76,10,2018,nan
2019,"158405401",1,2,58,3,2018,nan
2019,"158406301",1,2,85,7,2015,nan
2019,"158506601",1,2,33,7,2015,4
2019,"158602601",1,1,76,6,2017,nan
2019,"158603601",1,2,75,8,2018,nan
2019,"158703701",1,2,15,1,2014,4
2019,"158705801",1,1,6,2,2017,nan
2019,"158814001",1,2,0,3,2016,nan
2019,"158814001",2,2,42,9,2016,4
2019,"158814001",3,2,62,5,2017,nan
2019,"159101501",1,1,58,7,2018,nan
2019,"159205001",1,2,60,1,2016,nan
2019,"159208401",1,2,60,2,2014,nan
2019,"159311401",1,2,53,2,2019,nan
2019,"159312001",1,1,42,3,2016,nan
2019,"159313401",1,1,64,2,2018,nan
2019,"159904601",1,1,89,5,2017,nan
2019,"159907301",1,1,0,4,2016,nan
2019,"160003001",1,1,55,3,2016,nan
2019,"160307601",1,1,0,10,2018,nan
2019,"160602301",1,1,79,2,2019,nan
2019,"160610401",1,1,47,5,2014,nan
2019,"160702101",1,2,69,12,2014,nan
2019,"160815001",1,2,0,7,2014,nan
2019,"160913101",1,1,73,4,2019,nan
2019,"161009301",1,1,59,2,2019,nan
2019,"161205801",1,1,80,6,2017,nan
2019,"161212501",1,1,93,5,2016,nan
2019,"161601801",1,1,16,11,2014,nan
2019,"161603601",1,2,45,11,2017,4
2019,"161801001",1,2,66,11,2016,nan
2019,"161810601",1,1,15,2,2015,nan
2019,"161906201",1,2,42,11,2016,4
2019,"161906401",1,2,52,2,2016,nan
2019,"162102501",1,1,0,1,2019,nan
2019,"162102701",1,1,0,11,2018,nan
2019,"162215901",1,2,15,1,2015,4
2019,"162304901",1,1,72,1,2018,nan
2019,"162504901",1,1,70,3,2017,nan
2019,"162907101",1,2,90,6,2015,nan
2019,"163001901",1,1,52,6,2015,nan
2019,"163206501",1,1,80,11,2018,nan
2019,"163300401",1,2,74,3,2018,nan
2019,"163303601",1,2,70,1,2017,nan
2019,"163504301",1,2,64,10,2015,nan
2019,"163707201",1,1,31,6,2014,nan
2019,"163810201",1,1,78,5,2018,nan
2019,"163908801",1,1,84,3,2018,nan
2019,"164402401",1,1,35,12,2017,nan
2019,"164521101",1,2,11,5,2014,nan
2019,"164803801",1,1,85,2,2016,nan
2019,"165303201",1,2,87,9,2018,nan
2019,"165304501",1,1,55,12,2017,nan
2019,"165405201",1,1,0,11,2014,nan
2019,"165412801",1,1,75,2,2018,nan
2019,"165502801",1,2,83,6,2018,nan
2019,"165606001",1,2,0,3,2017,nan
2019,"165707001",1,1,100,8,2018,nan
2019,"165813901",1,2,18,3,2017,4
2019,"165908201",1,1,18,4,2016,nan
2019,"166002901",1,1,64,11,2014,nan
2019,"166202201",1,1,35,4,2016,nan
2019,"166300101",1,2,51,4,2016,nan
2019,"166301701",1,1,87,7,2017,nan
2019,"166305701",1,1,88,7,2019,nan
2019,"166500301",1,1,65,11,2015,nan
2019,"166503201",1,1,86,6,2015,nan
2019,"166600501",1,1,13,1,2018,nan
2019,"166601801",1,1,47,9,2018,nan
2019,"166804901",1,1,37,11,2016,nan
2019,"166804901",2,1,33,6,2018,nan
2019,"166904801",1,1,85,4,2019,nan
2019,"167003401",1,1,0,7,2017,nan
2019,"167309301",1,1,0,10,2015,nan
2019,"167401301",1,1,76,10,2018,nan
2019,"167401901",1,1,75,7,2014,nan
2019,"167402101",1,2,69,8,2017,nan
2019,"167501001",1,2,4,2,2017,nan
2019,"167702101",1,2,63,7,2016,nan
2019,"167702501",1,1,84,9,2015,nan
2019,"167811201",1,1,62,9,2016,nan
2019,"167900501",1,1,64,5,2018,nan
2019,"168003101",1,2,35,4,2019,2
2019,"168106101",1,1,65,8,2015,nan
2019,"168109901",1,2,82,6,2017,nan
2019,"168202501",1,2,96,4,2017,nan
2019,"168414301",1,2,58,5,2014,nan
2019,"168605901",1,2,86,12,2018,nan
2019,"168803901",1,1,86,4,2015,nan
2019,"168912801",1,2,66,5,2014,nan
2019,"169212701",1,2,0,8,2016,nan
2019,"169301201",1,1,15,9,2014,nan
2019,"169403201",1,1,21,5,2014,nan
2019,"169409001",1,2,47,3,2019,4
2019,"169509201",1,2,52,4,2015,nan
2019,"169906301",1,2,58,3,2019,nan
2019,"170105201",1,1,0,1,2015,nan
2019,"170304301",1,1,45,2,2017,nan
2019,"170500101",1,2,78,4,2015,nan
2019,"170610101",1,2,81,9,2017,nan
2019,"170712801",1,1,0,4,2019,nan
2019,"170804901",1,1,0,10,2014,nan
2019,"171010801",1,1,94,9,2018,nan
2019,"171200901",1,2,84,6,2016,nan
2019,"171303201",1,1,61,7,2016,nan
2019,"171412101",1,1,74,5,2016,nan
2019,"171412101",2,2,96,2,2018,nan
2019,"171507401",1,2,40,7,2017,4
2019,"171507601",1,2,82,5,2019,nan
2019,"171610701",1,1,50,6,2019,nan
2019,"171908801",1,1,92,8,2014,nan
2019,"171908801",2,2,82,2,2018,nan
2019,"171908901",1,2,15,10,2017,4
2019,"172004401",1,2,97,8,2015,nan
2019,"172201601",1,1,82,9,2016,nan
2019,"172201801",1,1,24,6,2018,nan
2019,"172201801",2,1,17,6,2018,nan
2019,"172207201",1,2,72,5,2018,nan
2019,"172302701",1,2,55,6,2019,nan
2019,"172402501",1,1,56,9,2015,nan
2019,"172410601",1,1,48,1,2018,nan
2019,"172501801",1,2,70,1,2019,nan
2019,"172600601",1,1,95,3,2014,nan
2019,"172600701",1,1,38,2,2015,nan
2019,"172600801",1,2,93,1,2016,nan
2019,"172804102",1,2,78,8,2016,nan
2019,"172816001",1,1,86,11,2017,nan
2019,"172906901",1,2,95,5,2018,nan
2019,"172907201",1,2,84,3,2016,nan
2019,"172907301",1,2,43,11,2018,4
2019,"173203101",1,2,56,10,2018,nan
2019,"173206301",1,2,80,1,2017,nan
2019,"173304201",1,2,94,11,2018,nan
2019,"173309301",1,1,51,6,2018,nan
2019,"173400901",1,2,88,5,2018,nan
2019,"173405501",1,2,99,5,2019,nan
2019,"173500301",1,1,47,5,2017,nan
2019,"173506301",1,1,78,11,2014,nan
2019,"173601201",1,2,95,3,2017,nan
2019,"173601401",1,1,64,12,2015,nan
2019,"173602801",1,1,95,7,2015,nan
2019,"173702101",1,2,94,10,2017,nan
2019,"173702901",1,2,87,7,2016,nan
2019,"173801701",1,2,45,6,2016,4
2019,"173806201",1,2,98,5,2019,nan
2019,"174004301",1,1,98,1,2015,nan
2019,"174113001",1,1,100,6,2018,nan
2019,"174418301",1,1,84,6,2018,nan
2019,"174609001",1,1,96,5,2015,nan
2019,"174804101",1,2,0,12,2014,nan
2019,"174903501",1,1,69,11,2018,nan
2019,"175016701",1,1,74,5,2016,nan
2019,"175019201",1,2,93,7,2016,nan
2019,"175903201",1,1,89,2,2017,nan
2019,"175903201",2,2,77,7,2019,nan
2019,"176001901",1,2,24,10,2015,4
2019,"176004001",1,2,95,8,2015,nan
2019,"176406301",1,1,53,7,2015,nan
2019,"176406401",1,1,56,6,2015,nan
2019,"176406601",1,2,67,1,2019,nan
2019,"176417701",1,2,33,4,2019,4
2019,"176600901",1,1,78,6,2016,nan
2019,"176800801",1,1,82,6,2016,nan
2019,"177006501",1,2,76,9,2018,nan
2019,"177107801",1,1,82,8,2019,nan
2019,"177500701",1,1,16,8,2015,nan
2019,"177600801",1,1,80,6,2018,nan
2019,"177612501",1,2,79,10,2019,nan
2019,"177702301",1,1,22,5,2018,nan
2019,"178001501",1,1,65,1,2016,nan
2019,"178005601",1,1,80,6,2017,nan
2019,"178216301",1,2,70,11,2014,nan
2019,"178700201",1,2,18,5,2019,4
2019,"178701801",1,1,46,8,2019,nan
2019,"179006901",1,1,65,11,2018,nan
2019,"179101801",1,1,16,1,2016,nan
2019,"179103001",1,2,60,12,2017,nan
2019,"179206801",1,1,78,7,2016,nan
2019,"179306701",1,2,64,1,2017,nan
2019,"179402201",1,1,34,8,2017,nan
2019,"179701701",1,1,58,2,2017,nan
2019,"179802801",1,2,74,9,2017,nan
2019,"179906001",1,1,65,1,2019,nan
2019,"180303201",1,2,88,2,2019,nan
2019,"180511501",1,1,0,2,2019,nan
2019,"180511502",1,1,0,2,2019,nan
2019,"180706001",1,1,76,12,2018,nan
2019,"180810801",1,1,43,8,2016,nan
2019,"181001401",1,1,62,1,2019,nan
2019,"181003202",1,1,86,10,2015,nan
2019,"181003202",2,2,88,1,2016,nan
2019,"181009701",1,2,100,11,2018,nan
2019,"181214501",1,1,103,10,2019,nan
2019,"181705901",1,1,79,4,2014,nan
2019,"181812701",1,2,65,6,2016,nan
2019,"181903801",1,1,82,9,2016,nan
2019,"182105001",1,2,94,3,2016,nan
2019,"182200801",1,1,24,1,2014,nan
2019,"182210501",1,2,92,9,2018,nan
2019,"182614401",1,2,78,9,2014,nan
2019,"182809001",1,2,69,3,2019,nan
2019,"182809101",1,2,46,12,2018,4
2019,"182812101",1,1,71,1,2019,nan
2019,"183001401",1,1,2,8,2014,nan
2019,"183308601",1,2,54,4,2016,nan
2019,"183500401",1,1,67,11,2018,nan
2019,"183500401",2,2,96,7,2019,nan
2019,"183612401",1,1,70,7,2014,nan
2019,"183700801",1,2,62,10,2016,nan
2019,"184101701",1,2,14,10,2019,4
2019,"184308901",1,1,81,5,2018,nan
2019,"184606701",1,1,99,1,2018,nan
2019,"184611401",1,1,85,9,2014,nan
2019,"184801801",1,1,78,7,2016,nan
2019,"184808101",1,1,90,8,2019,nan
2019,"184808201",1,1,83,10,2017,nan
2019,"184900701",1,2,38,9,2018,4
2019,"184907201",1,2,67,12,2017,nan
2019,"185215101",1,1,39,8,2019,nan
2019,"185306901",1,2,54,10,2018,nan
2019,"185407301",1,1,67,8,2019,nan
2019,"185504601",1,2,77,9,2015,nan
2019,"185700401",1,1,72,6,2014,nan
2019,"185802501",1,1,35,8,2019,nan
2019,"186013401",1,2,78,11,2014,nan
2019,"186104901",1,1,80,4,2016,nan
2019,"186105701",1,1,15,8,2016,nan
2019,"186304601",1,1,54,12,2015,nan
2019,"186304601",2,2,89,12,2017,nan
2019,"186401601",1,1,88,6,2015,nan
2019,"186401601",2,2,89,3,2016,nan
2019,"186402101",1,2,60,9,2018,nan
2019,"186402601",1,2,83,9,2019,nan
2019,"186507701",1,2,58,2,2019,nan
2019,"186606801",1,1,69,11,2018,nan
2019,"186607701",1,1,5,11,2014,nan
2019,"186608401",1,1,82,10,2019,nan
2019,"187000301",1,1,75,12,2018,nan
2019,"187212401",1,1,65,2,2016,nan
2019,"187303301",1,2,88,7,2018,nan
2019,"187502601",1,2,83,10,2016,nan
2019,"187510001",1,1,63,1,2016,nan
2019,"187510901",1,1,71,1,2017,nan
2019,"187601701",1,2,45,8,2017,4
2019,"187904701",1,1,82,10,2014,nan
2019,"188205801",1,1,28,9,2017,nan
2019,"188300301",1,1,23,1,2015,nan
2019,"188300301",2,1,2,1,2015,nan
2019,"188402801",1,1,72,3,2014,nan
2019,"188404801",1,2,67,2,2014,nan
2019,"188405601",1,1,73,7,2016,nan
2019,"188405601",2,1,82,4,2017,nan
2019,"188600301",1,2,85,1,2018,nan
2019,"188802201",1,2,33,12,2016,4
2019,"188900301",1,2,89,5,2014,nan
2019,"188900301",2,1,84,5,2015,nan
2019,"188903101",1,1,40,11,2019,nan
2019,"189009901",1,2,22,11,2015,4
2019,"189202601",1,1,64,3,2017,nan
2019,"189404101",1,1,90,12,2018,nan
2019,"189501601",1,2,0,4,2018,nan
2019,"189700301",1,2,65,12,2015,nan
2019,"189900601",1,1,38,11,2015,nan
2019,"189900901",1,2,85,4,2019,nan
2019,"190000801",1,1,6,5,2016,nan
2019,"190001101",1,1,80,3,2017,nan
2019,"190003801",1,2,52,6,2015,nan
2019,"190004101",1,2,58,1,2014,nan
2019,"190112601",1,2,98,11,2014,nan
2019,"190202101",1,1,32,3,2019,nan
2019,"190300901",1,2,60,9,2015,nan
2019,"190501701",1,2,98,11,2018,nan
2019,"190600701",1,2,57,12,2018,nan
2019,"190803201",1,2,74,7,2019,nan
2019,"191003701",1,2,72,6,2018,nan
2019,"191101001",1,1,51,2,2019,nan
2019,"191102301",1,1,78,8,2015,nan
2019,"191308501",1,1,86,3,2018,nan
2019,"191408201",1,1,95,8,2018,nan
2019,"191409601",1,2,52,6,2019,nan
2019,"192100501",1,1,78,6,2015,nan
2019,"192100501",2,2,66,4,2016,nan
2019,"192402801",1,2,95,5,2015,nan
2019,"192503501",1,1,24,6,2014,nan
2019,"192511101",1,1,78,4,2018,nan
2019,"192602001",1,2,64,10,2019,nan
2019,"192808401",1,1,63,7,2018,nan
2019,"192814201",1,2,28,9,2018,4
2019,"193103601",1,1,80,12,2016,nan
2019,"193107601",1,2,86,1,2019,nan
2019,"193201601",1,2,89,5,2016,nan
2019,"193202101",1,1,77,3,2018,nan
2019,"193409601",1,1,89,3,2017,nan
2019,"193409601",2,1,59,7,2018,nan
2019,"193410101",1,2,85,10,2018,nan
2019,"193515301",1,2,34,2,2019,4
2019,"193604401",1,2,33,3,2019,4
2019,"193804601",1,1,91,1,2018,nan
2019,"193806201",1,2,86,8,2016,nan
2019,"193903901",1,1,0,6,2019,nan
2019,"193919101",1,1,80,12,2015,nan
2019,"194001601",1,1,65,3,2019,nan
2019,"194006801",1,1,83,5,2017,nan
2019,"194100301",1,2,90,9,2015,nan
2019,"194101701",1,2,40,1,2017,1
2019,"194101901",1,2,64,4,2015,nan
2019,"194102001",1,2,95,6,2017,nan
2019,"194202701",1,1,67,12,2014,nan
2019,"194307501",1,2,75,8,2016,nan
2019,"194410801",1,2,86,6,2017,nan
2019,"194411001",1,2,0,10,2015,nan
2019,"194508301",1,2,77,6,2018,nan
2019,"194705901",1,2,85,1,2018,nan
2019,"194802901",1,1,23,1,2016,nan
2019,"195008101",1,2,45,6,2015,4
2019,"195107101",1,2,25,6,2019,4
2019,"195107401",1,1,72,3,2014,nan
2019,"195300101",1,1,95,7,2019,nan
2019,"195302901",1,2,76,9,2016,nan
2019,"195304201",1,1,73,8,2015,nan
2019,"195509001",1,1,49,8,2015,nan
2019,"195605701",1,1,0,5,2017,nan
2019,"195609201",1,2,86,2,2016,nan
2019,"195806301",1,2,57,6,2017,nan
2019,"195901801",1,2,105,7,2019,nan
2019,"195907501",1,1,94,12,2018,nan
2019,"196005301",1,1,86,9,2016,nan
2019,"196105701",1,1,80,1,2015,nan
2019,"196204001",1,2,28,12,2015,4
2019,"196400701",1,1,22,3,2019,nan
2019,"196412401",1,2,75,3,2019,nan
2019,"196612301",1,1,56,12,2015,nan
2019,"196706801",1,1,20,2,2018,nan
2019,"196709001",1,2,24,11,2014,4
2019,"197006001",1,1,43,11,2017,nan
2019,"197011101",1,1,85,4,2016,nan
2019,"197308701",1,1,55,2,2018,nan
2019,"197601801",1,1,72,5,2017,nan
2019,"197716001",1,2,87,2,2014,nan
2019,"198011001",1,2,85,8,2019,nan
2019,"198107401",1,1,34,12,2015,nan
2019,"198601401",1,2,47,10,2015,4
2019,"198711501",1,2,39,6,2018,4
2019,"198811901",1,2,72,12,2014,nan
2019,"198901701",1,2,93,5,2015,nan
2019,"198905001",1,1,54,8,2016,nan
2019,"198905301",1,1,63,8,2019,nan
2019,"198906201",1,2,82,12,2017,nan
2019,"199103301",1,2,73,1,2014,nan
2019,"199304001",1,1,23,11,2014,nan
2019,"199404701",1,1,82,2,2018,nan
2019,"199409601",1,1,46,1,2018,nan
2019,"199506501",1,2,72,6,2018,nan
2019,"199614501",1,1,82,12,2018,nan
2019,"200003301",1,1,65,11,2014,nan
2019,"200004101",1,1,81,7,2017,nan
2019,"200102401",1,1,80,10,2014,nan
2019,"200108401",1,1,84,11,2017,nan
2019,"200109401",1,1,84,12,2015,nan
2019,"200109401",2,2,86,4,2018,nan
2019,"200212001",1,1,81,1,2019,nan
2019,"200212901",1,2,86,2,2019,nan
2019,"200303601",1,2,56,12,2016,nan
2019,"200312201",1,2,41,7,2016,4
2019,"200412401",1,1,25,12,2018,nan
2019,"200513301",1,1,60,7,2019,nan
2019,"200604401",1,1,58,7,2015,nan
2019,"200700601",1,2,44,10,2018,4
2019,"200811601",1,2,72,3,2017,nan
2019,"200901601",1,1,67,8,2019,nan
2019,"201513401",1,2,73,6,2017,nan
2019,"201516401",1,1,60,7,2017,nan
2019,"201516401",2,2,58,11,2017,nan
2019,"201603301",1,1,75,7,2019,nan
2019,"201617701",1,2,63,8,2018,nan
2019,"201906701",1,1,61,11,2014,nan
2019,"201906701",2,2,91,10,2018,nan
2019,"202103701",1,2,85,8,2015,nan
2019,"202204601",1,1,60,11,2015,nan
2019,"202307401",1,1,64,6,2015,nan
2019,"202307401",2,2,80,6,2016,nan
2019,"202408201",1,1,84,7,2019,nan
2019,"202507701",1,1,72,7,2018,nan
2019,"202512501",1,1,84,7,2017,nan
2019,"202512501",2,2,82,3,2019,nan
2019,"202609401",1,2,97,9,2015,nan
2019,"202613801",1,2,49,7,2015,4
2019,"202804601",1,1,96,6,2018,nan
2019,"202811901",1,1,77,6,2019,nan
2019,"202910701",1,1,85,4,2017,nan
2019,"203006901",1,2,51,1,2015,nan
2019,"203203401",1,1,87,12,2018,nan
2019,"203303701",1,2,78,6,2015,nan
2019,"203606801",1,1,72,2,2019,nan
2019,"203701601",1,2,21,9,2017,4
2019,"203703601",1,2,47,9,2017,1
2019,"203810101",1,2,35,8,2019,4
2019,"204407401",1,2,90,1,2015,nan
2019,"204407401",2,1,90,11,2018,nan
2019,"204504201",1,1,90,1,2017,nan
2019,"204504201",2,2,86,9,2018,nan
2019,"204505601",1,1,54,5,2015,nan
2019,"204706501",1,2,91,6,2016,nan
2019,"204710701",1,2,59,4,2018,nan
2019,"204806301",1,2,81,3,2019,nan
2019,"204808701",1,1,84,5,2015,nan
2019,"205202901",1,1,55,11,2018,nan
2019,"205206501",1,2,92,7,2019,nan
2019,"205206901",1,2,36,3,2016,4
2019,"205307801",1,1,4,1,2016,nan
2019,"205404201",1,1,82,6,2016,nan
2019,"205704001",1,2,75,8,2018,nan
2019,"205708101",1,2,83,12,2018,nan
2019,"205802801",1,1,50,3,2019,nan
2019,"205903701",1,2,88,4,2019,nan
2019,"206110101",1,2,69,9,2014,nan
2019,"206211601",1,1,92,7,2019,nan
2019,"206602501",1,1,65,9,2019,nan
2019,"206701301",1,2,87,6,2019,nan
2019,"206806401",1,1,77,6,2018,nan
2019,"206901601",1,2,82,3,2017,nan
2019,"207002101",1,1,29,10,2018,nan
2019,"207201301",1,2,55,9,2015,nan
2019,"207201301",2,1,83,7,2018,nan
2019,"207209001",1,1,51,10,2015,nan
2019,"207304601",1,1,43,3,2018,nan
2019,"207304901",1,1,55,12,2014,nan
2019,"207401701",1,2,86,11,2016,nan
2019,"207403001",1,1,64,9,2018,nan
2019,"207510501",1,1,72,12,2017,nan
2019,"207704701",1,2,86,11,2018,nan
2019,"207801601",1,2,65,6,2017,nan
2019,"207801701",1,2,38,10,2018,4
2019,"207806101",1,2,72,2,2018,nan
2019,"208101501",1,1,81,9,2019,nan
2019,"208205501",1,2,66,10,2014,nan
2019,"208300501",1,2,85,4,2016,nan
2019,"208301201",1,2,93,5,2016,nan
2019,"208301701",1,2,89,6,2018,nan
2019,"208303601",1,1,68,7,2018,nan
2019,"208400101",1,1,8,8,2019,nan
2019,"208502501",1,2,77,10,2017,nan
2019,"208608601",1,2,88,6,2019,nan
2019,"208800401",1,1,58,10,2016,nan
2019,"208906201",1,1,57,6,2018,nan
2019,"209009801",1,2,72,4,2015,nan
2019,"209013101",1,1,84,2,2015,nan
2019,"209013101",2,2,74,9,2018,nan
2019,"209308201",1,1,3,8,2019,nan
2019,"209310901",1,1,98,6,2019,nan
2019,"209407701",1,2,75,8,2018,nan
2019,"209608701",1,2,52,8,2018,nan
2019,"209705901",1,2,69,10,2015,nan
2019,"209908601",1,1,65,10,2016,nan
2019,"210000601",1,1,74,3,2018,nan
2019,"210104301",1,1,80,3,2017,nan
2019,"210201901",1,1,48,3,2018,nan
2019,"210202201",1,2,73,3,2018,nan
2019,"210405201",1,1,78,1,2019,nan
2019,"210508101",1,2,84,4,2016,nan
2019,"210600301",1,1,80,7,2019,nan
2019,"210608001",1,1,40,10,2017,nan
2019,"210700201",1,1,24,5,2018,nan
2019,"210810501",1,1,65,5,2019,nan
2019,"211008601",1,2,87,4,2015,nan
2019,"211106401",1,1,60,1,2019,nan
2019,"211108901",1,2,0,10,2019,nan
2019,"211300501",1,2,68,9,2014,nan
2019,"211507801",1,2,92,5,2017,nan
2019,"211701201",1,2,81,1,2017,nan
2019,"212000601",1,2,82,4,2017,nan
2019,"212000801",1,1,100,2,2018,nan
2019,"212102601",1,1,80,5,2014,nan
2019,"212402401",1,2,57,3,2016,nan
2019,"212402601",1,2,81,7,2014,nan
2019,"212402801",1,1,83,1,2014,nan
2019,"212404501",1,2,62,1,2019,nan
2019,"212404801",1,1,20,9,2018,nan
2019,"212601701",1,2,2,2,2017,nan
2019,"212703301",1,2,23,9,2018,4
2019,"212706701",1,1,42,5,2018,nan
2019,"212804301",1,2,88,5,2015,nan
2019,"212902001",1,2,15,11,2017,4
2019,"213101701",1,1,69,12,2016,nan
2019,"213202601",1,1,6,7,2015,nan
2019,"213501201",1,1,82,9,2019,nan
2019,"213505501",1,1,5,6,2017,nan
2019,"213507801",1,2,90,4,2016,nan
2019,"213602701",1,2,66,7,2018,nan
2019,"213603201",1,2,70,10,2017,nan
2019,"213609201",1,2,79,12,2018,nan
2019,"213800601",1,2,89,10,2017,nan
2019,"213807301",1,1,41,8,2018,nan
2019,"213911001",1,2,54,8,2017,nan
2019,"214011901",1,2,72,2,2014,nan
2019,"214106901",1,1,24,6,2019,nan
2019,"214108301",1,1,79,12,2017,nan
2019,"214304901",1,2,85,8,2018,nan
2019,"214602101",1,2,54,1,2014,nan
2019,"214610301",1,2,59,5,2016,nan
2019,"214710001",1,2,63,11,2015,nan
2019,"214710701",1,2,68,5,2018,nan
2019,"214905901",1,1,2,8,2017,nan
2019,"214908301",1,2,81,5,2019,nan
2019,"215003401",1,1,67,8,2019,nan
2019,"215309301",1,2,87,6,2019,nan
2019,"215310001",1,2,56,8,2016,nan
2019,"215409401",1,1,86,12,2018,nan
2019,"215409901",1,2,92,7,2015,nan
2019,"215509301",1,1,66,8,2016,nan
2019,"215703701",1,2,90,4,2019,nan
2019,"215804101",1,1,50,5,2018,nan
2019,"215903301",1,1,95,4,2017,nan
2019,"216113401",1,2,30,9,2019,4
2019,"216116201",1,1,81,5,2019,nan
2019,"216500601",1,1,34,1,2016,nan
2019,"216500801",1,1,68,4,2015,nan
2019,"216503701",1,2,80,6,2016,nan
2019,"216503801",1,2,80,6,2016,nan
2019,"216506101",1,1,85,7,2018,nan
2019,"216506301",1,2,10,11,2016,nan
2019,"216707401",1,2,100,5,2019,nan
2019,"216902001",1,1,33,8,2014,nan
2019,"216902501",1,1,74,7,2018,nan
2019,"217000201",1,2,74,8,2014,nan
2019,"217000201",2,2,55,10,2014,nan
2019,"217000601",1,1,67,1,2016,nan
2019,"217002001",1,1,1,5,2018,nan
2019,"217002801",1,1,28,5,2018,nan
2019,"217002801",2,1,78,7,2019,nan
2019,"217104601",1,2,79,11,2018,nan
2019,"217108201",1,1,86,8,2015,nan
2019,"217202401",1,2,84,7,2019,nan
2019,"217211501",1,1,93,11,2016,nan
2019,"217401001",1,2,95,9,2018,nan
2019,"217501201",1,1,45,9,2017,nan
2019,"217501801",1,1,28,6,2018,nan
2019,"217600301",1,2,84,7,2019,nan
2019,"217602301",1,1,62,1,2016,nan
2019,"217606901",1,1,84,4,2017,nan
2019,"217606901",2,2,86,2,2018,nan
2019,"217607201",1,2,64,5,2017,nan
2019,"217802201",1,1,82,10,2015,nan
2019,"217803601",1,2,65,11,2014,nan
2019,"217900501",1,2,70,6,2017,nan
2019,"218005901",1,1,23,1,2019,nan
2019,"218103801",1,2,90,10,2018,nan
2019,"218109801",1,2,90,6,2017,nan
2019,"218202501",1,1,51,4,2018,nan
2019,"218305301",1,1,95,4,2015,nan
2019,"218406701",1,1,36,7,2016,nan
2019,"218412401",1,2,68,12,2017,nan
2019,"218502301",1,2,78,8,2016,nan
2019,"218610101",1,1,30,6,2016,nan
2019,"218703601",1,2,43,2,2014,4
2019,"218808501",1,2,54,2,2019,nan
2019,"219001001",1,1,57,8,2017,nan
2019,"219007801",1,1,33,11,2014,nan
2019,"219109501",1,1,70,1,2019,nan
2019,"219201001",1,1,83,1,2015,nan
2019,"219203301",1,1,80,5,2017,nan
2019,"219300101",1,1,50,10,2017,nan
2019,"219300501",1,1,62,2,2016,nan
2019,"219408601",1,2,20,10,2014,4
2019,"219410101",1,1,78,7,2015,nan
2019,"219809101",1,1,79,1,2019,nan
2019,"219903901",1,1,84,7,2014,nan
2019,"220003101",1,1,56,8,2015,nan
2019,"220200401",1,2,0,9,2015,nan
2019,"220401701",1,1,89,3,2018,nan
2019,"220500901",1,1,87,4,2019,nan
2019,"220600601",1,2,95,1,2019,nan
2019,"220711101",1,1,86,4,2014,nan
2019,"220901301",1,2,60,6,2014,nan
2019,"220901301",2,2,64,6,2019,nan
2019,"220904101",1,1,92,7,2017,nan
2019,"221008301",1,1,37,10,2019,nan
2019,"221404201",1,2,0,11,2016,nan
2019,"221905001",1,2,91,1,2016,nan
2019,"221908101",1,2,1,9,2016,nan
2019,"222003801",1,2,72,1,2015,nan
2019,"222100901",1,2,83,6,2015,nan
2019,"222203401",1,2,90,10,2019,nan
2019,"222501101",1,2,59,3,2015,nan
2019,"222505101",1,2,82,4,2014,nan
2019,"222704701",1,2,84,2,2017,nan
2019,"222810101",1,1,72,10,2018,nan
2019,"222812601",1,2,79,3,2018,nan
2019,"222905901",1,1,22,6,2019,nan
2019,"223212801",1,2,72,9,2015,nan
2019,"223305401",1,1,89,11,2019,nan
2019,"223405901",1,1,72,5,2016,nan
2019,"223605701",1,2,91,3,2015,nan
2019,"223606201",1,2,82,2,2014,nan
2019,"223702001",1,1,82,12,2016,nan
2019,"223707801",1,2,65,10,2016,nan
2019,"223708001",1,1,95,1,2018,nan
2019,"223904101",1,2,93,6,2017,nan
2019,"223907201",1,1,71,3,2015,nan
2019,"224007201",1,2,80,10,2014,nan
