HHID,HV000,HV001,HV002,HV003,HV004,HV005,HV006,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV016,HV017,HV018,HV019,HV020,HV021,HV022,HV023,HV024,HV025,HV026,HV027,HV028,HV030,HV031,HV032,HV033,HV035,HV040,HV041,HV042,HV043,HV044
"0002003","PE6",2,3,2,2,322759,4,2010,1324,2,0,0,2,2,0,1,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,0,1,0,1
"0002007","PE6",2,7,1,2,322759,4,2010,1324,1,0,0,0,1,0,1,17,1,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,0,1,0,1
"0002011","PE6",2,11,1,2,322759,4,2010,1324,3,1,0,3,3,0,1,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,1,1,0,1
"0002015","PE6",2,15,2,2,322759,4,2010,1324,4,1,0,4,4,1,1,15,1,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,1,2339,1,1,0,1
"0002019","PE6",2,19,2,2,322759,4,2010,1324,5,1,0,5,5,1,1,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,1,2339,1,1,0,1
"0002023","PE6",2,23,1,2,322759,4,2010,1324,1,0,0,1,1,0,1,18,1,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,0,1,0,1
"0002028","PE6",2,28,2,2,322759,4,2010,1324,2,0,0,2,2,0,1,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,0,1,0,1
"0002032","PE6",2,32,1,2,322759,4,2010,1324,1,0,0,1,1,0,1,19,2,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,0,1,0,1
"0002036","PE6",2,36,2,2,322759,4,2010,1324,2,1,0,2,2,0,1,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,1,1,0,1
"0002040","PE6",2,40,1,2,322759,4,2010,1324,4,2,0,2,4,0,1,18,1,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,1,2339,2,1,0,1
"0002044","PE6",2,44,1,2,322759,4,2010,1324,5,2,0,5,5,1,1,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,1,2339,2,1,0,1
"0002048","PE6",2,48,1,2,322759,4,2010,1324,2,0,0,2,1,0,1,19,1,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,0,1,0,1
"0002052","PE6",2,52,2,2,322759,4,2010,1324,5,3,0,5,4,0,1,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,3,1,0,1
"0002056","PE6",2,56,2,2,322759,4,2010,1324,3,0,0,3,3,0,1,15,1,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,0,1,0,1
"0002060","PE6",2,60,2,2,322759,4,2010,1324,3,1,0,3,2,0,1,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,1,1,0,1
"0002064","PE6",2,64,2,2,322759,4,2010,1324,4,1,0,4,3,0,1,15,1,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,1,1,0,1
"0002069","PE6",2,69,2,2,322759,4,2010,1324,2,1,0,2,2,0,1,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,1,1,0,1
"0002073","PE6",2,73,1,2,322759,5,2010,1325,5,2,0,4,5,1,1,13,2,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,1,2339,2,1,0,1
"0002077","PE6",2,77,2,2,322759,4,2010,1324,4,1,0,4,3,1,1,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,1,1,0,1
"0002081","PE6",2,81,2,2,322759,4,2010,1324,3,1,0,3,3,1,1,17,1,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,1,2339,1,1,0,1
"0002085","PE6",2,85,1,2,322759,4,2010,1324,1,0,0,1,1,0,1,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,0,1,0,1
"0002089","PE6",2,89,1,2,322759,4,2010,1324,2,1,0,2,2,0,1,17,1,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,1,1,0,1
"0002093","PE6",2,93,1,2,322759,4,2010,1324,1,0,0,1,0,0,1,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,1,1,0,1
"0002097","PE6",2,97,1,2,322759,4,2010,1324,1,0,0,1,1,0,1,17,1,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,0,1,0,1
"0002101","PE6",2,101,0,2,0,4,2010,1324,0,0,0,0,0,0,5,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,0,1,0,1
"0002105","PE6",2,105,1,2,322759,4,2010,1324,3,1,0,3,3,1,1,16,1,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,1,2339,1,1,0,1
"0002110","PE6",2,110,1,2,322759,4,2010,1324,3,0,0,3,2,0,1,19,2,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,0,1,0,1
"0002114","PE6",2,114,2,2,322759,4,2010,1324,3,1,0,3,3,0,1,16,1,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,1,1,0,1
"0002118","PE6",2,118,2,2,322759,4,2010,1324,4,0,0,3,4,0,1,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,0,1,0,1
"0002122","PE6",2,122,1,2,322759,5,2010,1325,1,0,0,1,1,0,1,12,2,26,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,0,1,0,1
"0002126","PE6",2,126,1,2,322759,4,2010,1324,1,0,0,1,1,0,1,19,1,27,0,0,2,1,1,1,1,1,0,nan,1,nan,0,nan,0,2339,0,1,0,1
"0003002","PE6",3,2,1,3,412671,3,2010,1323,1,0,0,1,1,0,1,5,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,0,1,0,1
"0003006","PE6",3,6,1,3,412671,4,2010,1324,4,1,0,4,4,1,1,5,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,1,2225,1,1,0,1
"0003010","PE6",3,10,1,3,412671,3,2010,1323,3,0,0,3,3,0,1,5,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,0,1,0,1
"0003014","PE6",3,14,1,3,412671,4,2010,1324,5,1,0,5,5,0,1,5,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,1,1,0,1
"0003018","PE6",3,18,0,3,0,3,2010,1323,0,0,0,0,0,0,6,5,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,0,1,0,1
"0003022","PE6",3,22,1,3,412671,4,2010,1324,5,1,0,5,5,1,1,5,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,1,2225,1,1,0,1
"0003026","PE6",3,26,1,3,412671,3,2010,1323,1,0,0,1,1,0,1,5,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,0,1,0,1
"0003030","PE6",3,30,1,3,412671,4,2010,1324,2,0,0,2,2,0,1,12,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,0,1,0,1
"0003034","PE6",3,34,1,3,412671,3,2010,1323,3,1,0,3,3,1,1,5,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,1,1,0,1
"0003038","PE6",3,38,2,3,412671,4,2010,1324,3,1,0,3,1,1,1,12,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,1,1,0,1
"0003042","PE6",3,42,3,3,412671,3,2010,1323,3,0,0,3,3,0,1,5,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,0,1,0,1
"0003046","PE6",3,46,2,3,412671,4,2010,1324,4,1,0,4,4,2,1,13,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,1,2225,1,1,0,1
"0003050","PE6",3,50,1,3,412671,3,2010,1323,3,2,0,2,3,0,1,5,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,2,1,0,1
"0003054","PE6",3,54,2,3,412671,4,2010,1324,7,1,0,6,7,1,1,13,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,1,2225,1,1,0,1
"0003058","PE6",3,58,2,3,412671,3,2010,1323,3,1,0,3,3,1,1,5,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,1,2225,1,1,0,1
"0003062","PE6",3,62,2,3,412671,4,2010,1324,2,1,0,2,2,0,1,13,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,1,1,0,1
"0003066","PE6",3,66,2,3,412671,3,2010,1323,3,1,0,3,3,1,1,6,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,1,2225,1,1,0,1
"0003070","PE6",3,70,1,3,412671,4,2010,1324,9,2,0,9,8,1,1,13,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,1,2225,2,1,0,1
"0003074","PE6",3,74,1,3,412671,3,2010,1323,1,0,0,1,1,0,1,6,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,0,1,0,1
"0003078","PE6",3,78,1,3,412671,4,2010,1324,2,0,0,2,2,0,1,13,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,0,1,0,1
"0003082","PE6",3,82,2,3,412671,3,2010,1323,3,2,0,3,3,0,1,6,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,2,1,0,1
"0003086","PE6",3,86,0,3,0,4,2010,1324,0,0,0,0,0,0,6,13,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,0,1,0,1
"0003090","PE6",3,90,2,3,412671,3,2010,1323,2,0,0,2,2,0,1,6,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,0,1,0,1
"0003094","PE6",3,94,2,3,412671,4,2010,1324,3,1,0,3,3,1,1,13,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,1,2225,1,1,0,1
"0003098","PE6",3,98,2,3,412671,3,2010,1323,3,0,0,3,2,0,1,6,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,0,1,0,1
"0003102","PE6",3,102,1,3,412671,4,2010,1324,2,1,0,2,2,1,1,14,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,1,1,0,1
"0003106","PE6",3,106,1,3,412671,3,2010,1323,3,0,0,2,3,0,1,6,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,0,1,0,1
"0003110","PE6",3,110,1,3,412671,4,2010,1324,5,1,0,5,5,0,1,14,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,1,1,0,1
"0003114","PE6",3,114,1,3,412671,3,2010,1323,1,0,0,1,1,0,1,6,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,0,1,0,1
"0003118","PE6",3,118,1,3,412671,4,2010,1324,1,0,0,1,1,0,1,14,1,26,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,0,2225,0,1,0,1
"0003122","PE6",3,122,1,3,412671,3,2010,1323,5,1,0,5,5,1,1,6,1,27,0,0,3,1,1,1,1,2,0,nan,1,nan,0,nan,1,2225,1,1,0,1
"0004003","PE6",4,3,2,4,412121,6,2010,1326,5,2,0,4,5,1,1,16,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,2,1,0,1
"0004006","PE6",4,6,2,4,412121,6,2010,1326,9,2,0,4,8,0,1,15,1,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,2,1,0,1
"0004009","PE6",4,9,2,4,412121,6,2010,1326,5,1,0,5,5,1,1,16,2,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,1,1,0,1
"0004013","PE6",4,13,1,4,412121,6,2010,1326,9,1,0,9,8,1,1,12,1,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,2,1,0,1
"0004016","PE6",4,16,2,4,412121,6,2010,1326,4,1,0,4,4,0,1,20,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0004019","PE6",4,19,3,4,412121,6,2010,1326,6,3,0,5,6,0,1,12,1,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,3,1,0,1
"0004022","PE6",4,22,1,4,412121,6,2010,1326,5,1,0,5,5,1,1,20,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,1,1,0,1
"0004025","PE6",4,25,1,4,412121,6,2010,1326,4,2,0,4,4,1,1,12,1,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,2,1,0,1
"0004029","PE6",4,29,2,4,412121,6,2010,1326,2,1,0,2,2,0,1,19,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0004032","PE6",4,32,1,4,412121,6,2010,1326,2,1,0,2,2,0,1,13,1,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0004035","PE6",4,35,1,4,412121,6,2010,1326,5,0,0,4,5,0,1,17,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0004038","PE6",4,38,1,4,412121,6,2010,1326,2,0,0,2,2,0,1,13,1,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0004041","PE6",4,41,1,4,412121,6,2010,1326,2,0,0,2,2,0,1,20,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0004045","PE6",4,45,1,4,412121,6,2010,1326,1,0,0,1,1,0,1,13,1,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0004048","PE6",4,48,2,4,412121,6,2010,1326,4,1,0,4,4,0,1,19,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0004051","PE6",4,51,1,4,412121,6,2010,1326,4,0,0,4,3,0,1,13,2,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0004054","PE6",4,54,2,4,412121,6,2010,1326,4,1,0,4,4,2,1,20,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,1,1,0,1
"0004057","PE6",4,57,1,4,412121,6,2010,1326,2,1,0,2,2,0,1,14,1,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0004060","PE6",4,60,2,4,412121,6,2010,1326,5,2,0,5,5,1,1,20,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,2,1,0,1
"0004064","PE6",4,64,1,4,412121,6,2010,1326,3,1,0,3,3,1,1,13,1,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,1,1,0,1
"0004067","PE6",4,67,1,4,412121,6,2010,1326,4,1,0,4,4,2,1,20,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,2,421,1,1,0,1
"0004070","PE6",4,70,1,4,412121,6,2010,1326,1,0,0,1,1,0,1,14,1,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0004073","PE6",4,73,1,4,412121,6,2010,1326,3,1,0,3,3,0,1,21,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0004076","PE6",4,76,2,4,412121,6,2010,1326,7,1,0,7,7,2,1,14,1,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,2,421,1,1,0,1
"0004080","PE6",4,80,1,4,412121,6,2010,1326,1,1,0,1,1,0,1,19,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0004083","PE6",4,83,1,4,412121,6,2010,1326,1,0,0,1,1,0,1,15,1,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0004086","PE6",4,86,2,4,412121,6,2010,1326,3,1,0,3,3,1,1,20,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,1,1,0,1
"0004089","PE6",4,89,1,4,412121,6,2010,1326,1,0,0,1,1,0,1,14,1,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0004092","PE6",4,92,1,4,412121,6,2010,1326,1,0,0,1,1,0,1,20,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0004096","PE6",4,96,1,4,412121,6,2010,1326,1,0,0,1,1,0,1,14,1,26,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0004099","PE6",4,99,2,4,412121,6,2010,1326,2,1,0,2,2,0,1,21,1,27,0,0,4,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0005004","PE6",5,4,1,5,378501,6,2010,1326,2,1,0,2,2,0,1,15,1,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0005008","PE6",5,8,1,5,378501,6,2010,1326,1,1,0,1,1,0,1,22,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0005013","PE6",5,13,2,5,378501,6,2010,1326,3,1,0,3,3,0,1,15,1,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0005017","PE6",5,17,2,5,378501,6,2010,1326,4,1,0,4,4,1,1,22,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,1,1,0,1
"0005021","PE6",5,21,1,5,378501,6,2010,1326,3,0,0,3,3,0,1,15,1,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0005025","PE6",5,25,1,5,378501,6,2010,1326,2,0,0,2,1,0,1,22,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0005030","PE6",5,30,1,5,378501,6,2010,1326,4,1,0,4,4,1,1,16,1,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,1,1,0,1
"0005034","PE6",5,34,1,5,378501,6,2010,1326,3,1,0,3,2,0,1,26,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0005038","PE6",5,38,2,5,378501,6,2010,1326,4,1,0,4,4,0,1,16,1,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0005043","PE6",5,43,1,5,378501,6,2010,1326,1,0,0,1,1,0,1,22,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0005047","PE6",5,47,1,5,378501,6,2010,1326,1,1,0,1,1,0,1,17,1,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0005051","PE6",5,51,1,5,378501,6,2010,1326,2,1,0,2,2,1,1,22,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,1,1,0,1
"0005055","PE6",5,55,1,5,378501,6,2010,1326,4,1,0,4,4,1,1,26,2,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,1,1,0,1
"0005060","PE6",5,60,6,5,378501,6,2010,1326,6,2,0,6,6,1,1,22,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,2,1,0,1
"0005064","PE6",5,64,1,5,378501,6,2010,1326,2,0,0,2,2,0,1,16,1,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0005068","PE6",5,68,2,5,378501,6,2010,1326,4,1,0,4,4,1,1,22,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,1,1,0,1
"0005073","PE6",5,73,1,5,378501,6,2010,1326,7,2,0,7,7,1,1,18,1,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,2,1,0,1
"0005077","PE6",5,77,2,5,378501,6,2010,1326,7,1,0,7,5,1,1,26,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,2,1,0,1
"0005081","PE6",5,81,1,5,378501,6,2010,1326,1,0,0,1,1,0,1,16,1,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0005086","PE6",5,86,1,5,378501,6,2010,1326,2,1,0,2,2,0,1,26,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0005090","PE6",5,90,3,5,378501,6,2010,1326,6,2,0,5,6,2,1,17,1,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,2,421,2,1,0,1
"0005094","PE6",5,94,2,5,378501,6,2010,1326,6,1,0,6,6,2,1,23,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,1,1,0,1
"0005098","PE6",5,98,1,5,378501,6,2010,1326,1,0,0,1,1,0,1,15,1,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0005103","PE6",5,103,1,5,378501,6,2010,1326,8,4,0,5,8,0,1,24,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,4,1,0,1
"0005107","PE6",5,107,1,5,378501,6,2010,1326,5,2,0,5,4,0,1,18,1,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,2,1,0,1
"0005111","PE6",5,111,4,5,378501,6,2010,1326,11,4,0,11,11,0,1,25,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,4,1,0,1
"0005116","PE6",5,116,1,5,378501,6,2010,1326,8,3,0,8,8,0,1,18,1,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,3,1,0,1
"0005120","PE6",5,120,1,5,378501,6,2010,1326,1,0,0,1,1,0,1,22,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0005124","PE6",5,124,2,5,378501,6,2010,1326,5,1,0,5,5,2,1,18,1,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,1,421,1,1,0,1
"0005128","PE6",5,128,2,5,378501,6,2010,1326,2,1,0,2,2,0,1,22,1,27,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,1,1,0,1
"0005133","PE6",5,133,1,5,378501,6,2010,1326,2,0,0,2,2,0,1,17,2,26,0,0,5,1,1,1,1,1,0,nan,1,nan,0,nan,0,421,0,1,0,1
"0006002","PE6",6,2,2,6,345950,6,2010,1326,4,1,0,4,3,0,1,17,1,66,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,1,1,0,1
"0006007","PE6",6,7,2,6,345950,6,2010,1326,5,0,0,5,5,2,1,18,1,67,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,2,421,0,1,0,1
"0006011","PE6",6,11,2,6,345950,6,2010,1326,3,0,0,2,2,0,1,16,1,66,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,0,1,0,1
"0006016","PE6",6,16,2,6,345950,6,2010,1326,3,1,0,3,3,1,1,18,1,67,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,1,421,1,1,0,1
"0006020","PE6",6,20,1,6,345950,6,2010,1326,3,1,0,3,3,2,1,16,1,66,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,2,421,1,1,0,1
"0006025","PE6",6,25,1,6,345950,6,2010,1326,2,0,0,2,2,0,1,16,1,67,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,0,1,0,1
"0006030","PE6",6,30,0,6,0,6,2010,1326,0,0,0,0,0,0,6,19,1,66,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,0,1,0,1
"0006034","PE6",6,34,1,6,345950,6,2010,1326,1,1,0,1,1,0,1,17,1,67,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,1,1,0,1
"0006039","PE6",6,39,1,6,345950,6,2010,1326,5,1,0,5,5,1,1,17,1,66,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,1,1,0,1
"0006044","PE6",6,44,2,6,345950,6,2010,1326,3,0,0,3,3,0,1,17,1,67,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,0,1,0,1
"0006048","PE6",6,48,1,6,345950,6,2010,1326,4,0,0,4,4,0,1,16,1,66,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,0,1,0,1
"0006053","PE6",6,53,2,6,345950,6,2010,1326,3,2,0,3,3,0,1,18,1,67,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,2,1,0,1
"0006057","PE6",6,57,0,6,0,6,2010,1326,0,0,0,0,0,0,6,19,1,66,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,0,1,0,1
"0006062","PE6",6,62,1,6,345950,6,2010,1326,4,0,0,4,3,0,1,19,1,67,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,1,1,0,1
"0006067","PE6",6,67,1,6,345950,6,2010,1326,1,0,0,1,1,0,1,17,1,66,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,0,1,0,1
"0006071","PE6",6,71,1,6,345950,6,2010,1326,2,0,0,2,2,0,1,16,1,67,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,0,1,0,1
"0006076","PE6",6,76,1,6,345950,6,2010,1326,4,1,0,4,4,0,1,18,1,66,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,1,1,0,1
"0006080","PE6",6,80,1,6,345950,6,2010,1326,1,0,0,1,1,0,1,17,1,67,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,0,1,0,1
"0006085","PE6",6,85,1,6,345950,6,2010,1326,2,1,0,2,2,0,1,18,1,66,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,1,1,0,1
"0006090","PE6",6,90,1,6,345950,6,2010,1326,4,0,0,4,4,0,1,16,1,67,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,0,1,0,1
"0006094","PE6",6,94,1,6,345950,6,2010,1326,4,2,0,2,4,0,1,17,1,66,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,1,421,2,1,0,1
"0006099","PE6",6,99,2,6,345950,6,2010,1326,3,1,0,3,3,0,1,18,1,67,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,1,1,0,1
"0006103","PE6",6,103,5,6,345950,6,2010,1326,6,1,0,5,5,0,1,17,1,66,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,2,1,0,1
"0006108","PE6",6,108,1,6,345950,6,2010,1326,1,0,0,1,1,0,1,17,1,67,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,0,1,0,1
"0006113","PE6",6,113,2,6,345950,6,2010,1326,6,3,0,6,6,0,1,17,1,66,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,3,1,0,1
"0006117","PE6",6,117,4,6,345950,6,2010,1326,5,1,0,5,3,0,1,16,1,67,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,1,1,0,1
"0006122","PE6",6,122,2,6,345950,6,2010,1326,5,0,0,5,4,0,1,18,1,66,0,0,6,1,1,1,1,1,0,nan,20,nan,0,nan,0,421,1,1,0,1
